user_id,created_at,followers_count,following_count,tweets_count,sensitive_tweets_count,retweets_average,mentions_average,sentiment_average,retweeted_sentiment_average,poli_affil
5753932,2007,1849,2263,9618,0,1432.5,1.2,0.054397,-0.0479,left
5820642,2007,84400,54217,317934,2,598.4254019,0.575562701,0.01386463,NA,right
5839642,2007,5843,6287,120904,0,815,0.95,-0.052347,-0.035135593,left
5929042,2007,1644,2029,15631,0,521.056875,1.243125,0.052657813,NA,right
5966412,2007,15549,449,105847,0,312.66,0.82125,-0.018162156,NA,right
5998492,2007,2639,992,272787,0,180.59,1.29,0.000794,NA,left
6007832,2007,14175,8198,21607,0,1484.55,1.01,-0.011068,-0.144072,left
6065452,2007,25195,291,76951,0,419.32,0.74,0.083314,NA,left
6092972,2007,40884,38661,83045,0,970.93,1.29,0.052752,NA,left
6165492,2007,1295,5001,12736,2,2388.015524,0.787192755,-0.058711578,NA,right
6291872,2007,11104,2079,10521,0,945.34,0.85,-0.014662,NA,left
6439652,2007,7778,3977,32384,0,83.83,2.13,0.165869,NA,left
6460032,2007,11963,13114,161985,0,1466.67,1.24,-0.018912,NA,left
6461462,2007,5107,3387,114318,0,436.37,1.01,0.078433,NA,left
6588682,2007,212,298,11723,0,184.6775,0.111875,-0.004807906,-0.018552597,right
6689482,2007,707,2646,42112,0,380.703125,0.5540625,-0.095404625,NA,right
6742412,2007,100679,14270,26932,0,1122.210263,0.754693367,0.04835388,NA,right
6752272,2007,4670,2122,136045,0,1263.66,1.19,0.061944,NA,left
6804822,2007,1786,4115,206374,0,269.49,1.26,0.099664,NA,left
7038822,2007,1961,708,12829,0,232.04,1.15,0.302927,NA,left
7058252,2007,3162,1833,56049,0,1068.634063,1.67125,0.041526969,NA,right
7066732,2007,821,2969,8829,0,1190.43,1.14,-0.090354,NA,left
7138532,2007,20336,4495,728,0,2.55,2.46,0.201898,NA,left
7268572,2007,1885,4924,8740,0,0.01,1.21,0.02738,NA,left
7395552,2007,7706,2382,71977,0,831.4,1.1,0.150479,NA,left
7404342,2007,316,693,11558,0,2774.17,1.26,0.103208,NA,left
7426632,2007,44074,27505,35414,0,485.14,0.49,-0.05489,-0.066309524,left
7435562,2007,2500,2879,85447,0,794.03,1.08,0.020505,NA,left
7438552,2007,2143,5001,149459,0,17.65,0.57,-0.042262,-0.031906667,left
7439242,2007,1464,2447,54943,0,224.49,0.15,0.093885,NA,left
7568942,2007,1585,848,90702,0,558.07,0.53,0.140815,NA,left
7591572,2007,20474,3563,109922,0,605.06,0.55,0.118744,NA,left
7649812,2007,377,227,40826,0,1936.24,1.17,0.083281,NA,left
7672842,2007,2789,4973,25155,0,925.38,1.13,-0.053701,NA,left
7709912,2007,8855,4283,9343,0,292.89,0.55,0.183538,NA,left
7730052,2007,6132,1905,87104,0,645.12,0.48,0.103661,-0.157607692,left
7804342,2007,4482,1779,100714,0,1399.75,1.14,-0.01595,NA,left
7848802,2007,75841,17039,172700,0,1518.26,0.88,0.033635,NA,left
7950832,2007,22880,17938,116901,0,1447.37,1.19,-0.034767,NA,left
7970962,2007,2298,2206,58262,0,783.665625,1.06875,-0.01074075,NA,right
8006742,2007,21375,1355,7267,0,675.23375,1.076875,0.059476938,NA,right
8029222,2007,1177,1462,10829,1,3049.97896,0.956270627,0.022348845,NA,right
8036392,2007,103555,495,52308,0,19.91,1.35,0.090341,NA,left
8039552,2007,528,746,391041,0,743.37,1.13,0.045341,NA,left
8062702,2007,8888,9757,209006,1,102.799375,0.5384375,0.181527906,NA,right
8083542,2007,1249,2925,128749,0,1174.9,0.88,-0.173609,-0.103615517,left
8162322,2007,12525,8591,41275,0,523.4784375,1.2775,0.088340219,NA,right
8200352,2007,26643,27081,110788,0,31.99,0.47,-0.01087,NA,left
8401332,2007,3297,2350,72259,0,201.58,1,0.064194,NA,left
8404572,2007,2759,899,79364,0,96.37,0.95,0.070119,NA,left
8558562,2007,2247,1741,31322,0,1176.78,1.39,0.309728,NA,left
8694322,2007,171,865,9644,0,338.12,0.49,0.056017,NA,left
8754802,2007,1339,1266,74117,1,686.8094935,1.256451099,-0.044196528,NA,right
8790772,2007,12346,1870,1461,0,138.56,1.18,0.111142,NA,left
8813602,2007,10735,4601,194330,0,464.49,1.09,0.199309,0.233289474,left
8859482,2007,8029,8098,35919,0,428.58,0.94,0.13182,NA,left
8870632,2007,22825,15502,99906,0,1562.16,1.04,0.029608,NA,left
8953122,2007,665791,7786,63372,0,12.98,0.09,-0.078913,NA,left
9075622,2007,17137,1764,610,0,600.75,0.75,0.102492,NA,left
9118502,2007,3375,3782,42608,0,691.87,0.23,-0.096726,NA,left
9179432,2007,4651,355,69194,0,2.1,0.88,0.00991,NA,left
9212842,2007,540,726,22980,0,2607.82,1,0.028092,NA,left
9451342,2007,6835,2802,39798,0,904.3446875,0.89875,-0.000520781,NA,right
9485202,2007,1702,79,71771,0,349.71,0.32,0.157291,NA,left
9508922,2007,190439,7740,12249,0,1245.684063,1.2315625,-0.056150531,NA,right
9547482,2007,6791,693,32882,0,683.72,1.39,0.04661,NA,left
9643782,2007,274,1594,41323,0,3337.83,1.13,0.036989,NA,left
9647442,2007,1339,1654,23136,0,645.23,0.79,0.19247,NA,left
9709892,2007,560,1406,40026,0,342.84,4.68,0.068199,0.017821053,left
9717222,2007,13090,9642,138180,0,213.89,0.53,-0.195796,NA,left
9726032,2007,1281,4988,132868,0,330.83,0.46,-0.02476,NA,left
9729112,2007,860,3991,572438,0,751.7959375,1.6353125,0.063787063,NA,right
9810802,2007,439,231,13150,0,68.24,0.91,0.118862,NA,left
9864112,2007,4879,2120,47153,0,16.7,0.45,0.112171,NA,left
9876672,2007,1222,2290,55274,0,1239.595413,0.957629818,0.015758936,NA,right
9904052,2007,541,5001,84,0,362.0422535,1.563380282,-0.030532394,NA,left
9909682,2007,477,1083,9698,0,3563.4,0.94,-0.020044,0.028862,left
9913772,2007,577,543,23681,0,101.8,0.49,0.080683,0.042580952,left
9948722,2007,1362,266,39558,0,1166.41,1.64,0.02624,NA,left
9952662,2007,123,178,11438,0,1330.750162,0.790885585,0.000872075,NA,right
9954032,2007,3448,672,59781,0,251.03,0.67,0.124171,NA,left
10085872,2007,14344,10098,94797,0,293.41,1.16,-0.001188,0.007455294,left
10169852,2007,1572,4925,42041,0,3573.54,1.19,0.104027,NA,left
10245552,2007,18055,19451,165585,1,1525.34625,0.569375,0.032373938,NA,right
10378382,2007,24688,4727,10187,0,6.41,0.94,0.491937,NA,left
10400902,2007,7823,8289,82783,0,645.22,0.97,-0.002748,-0.042660714,left
10421232,2007,23490,10524,24466,0,7.73,2.31,0.142963,NA,left
10505032,2007,645,1055,19525,1,584.96,0.33,0.001453,NA,left
10588782,2007,387,385,38678,0,2107.86,0.71,0.072597,0.00607037,left
10684532,2007,2422,3962,17130,0,1342.51,1.4,-0.04822,NA,left
10741662,2007,19370,19287,43652,0,1.86,1,0.266305,NA,left
10747452,2007,41,120,663,0,1462.8096,0.7072,0.05335008,NA,right
10782182,2007,44409,43633,56790,0,10.55,0.73,0.356568,NA,left
10922942,2007,4509,4946,43766,0,593.34,0.59,0.021798,NA,left
10950112,2007,1930,3025,17876,0,4285.22,0.69,0.10198,NA,left
10966242,2007,1042,4054,14055,0,1110.63,1.28,0.206491,0.144943636,left
10970632,2007,4933,1098,15578,0,0.51,0.76,-0.180617,NA,left
11001222,2007,551,565,90593,0,1665.9,0.72,-0.168084,NA,left
11036912,2007,1258,1509,22933,0,1003.85,1.12,0.050703,NA,left
11076222,2007,1354,4981,197950,0,998.11,1.49,0.037123,NA,left
11109032,2007,830,4950,18421,0,1275.21,1.2,0.112885,NA,left
11125672,2007,7924,3709,2539,0,104,0.96,0.092535,0.095174286,left
11232952,2007,539,33,39732,0,2564.25,1.11,0.164862,0.170992473,left
11307052,2007,1218,1040,3288,0,4466.61,1.32,0.349368,NA,left
11344082,2007,633,918,6213,0,1184.06,0.82,-0.111182,-0.024403226,left
11345012,2007,22172,2654,80484,0,147.84,0.77,0.089045,NA,left
11372232,2007,211,1597,2292,0,279.83,1.47,-0.026256,-0.001715152,left
11423952,2007,2178,1524,118759,0,599.09,0.62,0.044537,NA,left
11435642,2007,175844,4602,191021,0,321.65,0.97,0.029613,NA,left
11493072,2007,113,1011,3444,0,4573.38,1.14,0.026837,NA,left
11537382,2007,4541,4988,55347,0,147.92,0.95,0.144792,NA,left
11578732,2007,16904,2296,33323,0,634.63,0.66,0.022479,NA,left
11579212,2007,15961,11101,13695,0,1764.77,0.99,0.100247,NA,left
11580572,2007,447,1095,29096,0,1605.029254,0.634161686,-0.059145046,NA,right
11590932,2007,1244,5000,36424,0,498.82,2.96,0.026005,NA,left
11609972,2007,13182,14496,255796,1,228.99,1.48,0.10591,NA,left
11615132,2007,2044,794,3152,0,808.94,1.31,0.006028,NA,left
11616202,2007,36704,1970,505,0,6,1,0,NA,left
11621822,2007,112867,2674,52867,0,347.82,1.27,0.037784,NA,left
11647222,2007,352,514,12936,0,1417.76,1,-0.018854,NA,left
11679902,2007,2490,2925,31933,0,245.5065625,1.515625,0.186741656,NA,right
11692802,2007,1093,571,71911,0,0.17,0.87,0.123964,NA,left
11700672,2007,1744,1806,34832,0,275.52,1.09,-0.043492,NA,left
11744152,2008,712592,33495,219137,0,287.09,0.78,0.10017,NA,left
11770362,2008,23,140,14592,0,261.4,0.07,-0.189961,NA,left
11870512,2008,138,560,5352,0,18.99,1.26,0.016383,NA,left
11918372,2008,6503,7154,31400,0,359.43,1.49,0.150471,NA,left
11965442,2008,838,341,6602,0,5399.08,1.07,0.107442,NA,left
11982802,2008,2550,5003,103491,0,1936.76,1.82,0.076352,NA,left
11997152,2008,185,1328,7083,0,34.15,0.14,0.00978,-0.0205,left
12063392,2008,1021,2365,14435,0,1971.44,1.13,-0.030572,-0.030709375,left
12193342,2008,58003,12105,152430,0,1030.83,1.14,0.083651,-0.071992308,left
12354832,2008,624824,2791,41257,0,332.4,0.99,0.176697,NA,left
12373612,2008,1294,4969,17374,0,4014.49,0.95,0.185065,NA,left
12493102,2008,1437,1137,16697,0,5265.26,1.03,0.039455,NA,left
12534082,2008,5084,3314,22554,0,5.51,0.76,0.386472,NA,left
12578232,2008,677,1854,18969,0,249.58,0.27,0.014519,NA,left
12578732,2008,254,1101,18981,0,7950.93,1.14,0.059312,NA,left
12626212,2008,426,1260,16749,0,1055.930018,1.241252302,-0.118034254,-0.122213584,right
12670512,2008,31244,2022,4962,0,470.56125,0.98875,0.066395688,NA,left
12716032,2008,79010,1384,424217,0,45.54,0.51,0.030979,NA,left
12797822,2008,107,96,13592,0,567.75,0.47625,-0.110835438,NA,right
12843902,2008,960,972,15457,0,6498.03,0.29,-0.107513,NA,left
13075912,2008,136,54,3606,0,227.08,1.34,0.075858,NA,left
13102242,2008,1488,583,32466,0,633.04,0.3,0.110028,-0.094217647,left
13111532,2008,10,17,2383,0,49.78,0.19,-0.003443,NA,left
13119612,2008,543,1578,19249,0,580.72,1.24,-0.040334,NA,left
13138012,2008,896,3301,20762,0,580.44,0.29,0.026449,0.172778947,left
13273432,2008,68,383,4968,0,5451.01,0.6,0.074929,NA,left
13367732,2008,94,883,2739,1,967.9357394,1.589348592,-0.071286796,-0.0021022,right
13398542,2008,1456,2799,48107,0,1267.43,0.7,-0.011424,NA,left
13404292,2008,92901,6223,30093,0,2569.68,1.17,0.0598,NA,left
13480862,2008,464,700,21145,0,524.55,0.77,0.112,NA,left
13493792,2008,6696,1902,48376,0,1571.8,1.62,0.1082,NA,left
13494442,2008,5007,5324,34790,0,2310.254606,1.282240236,-0.012446942,NA,right
13524182,2008,584055,12570,274996,0,355.64,0.97,0.075198,NA,left
13526002,2008,2385,4595,46198,0,495.88,1.87,0.037947,NA,left
13544232,2008,4201,4573,60807,9,464.3698065,0.980019029,-0.046085569,NA,right
13557812,2008,1204,2799,20572,0,1592.74,1.33,0.053439,0.021592593,left
13559982,2008,1319,1279,62635,0,261.84,0.53,0.078343,NA,left
13608142,2008,4106,3967,57656,0,198.75,1.31,0.199547,0.298185714,left
13654822,2008,4319,4778,33723,0,1085.666667,1.416666667,-0.02538373,NA,right
13693262,2008,880,3274,15824,0,4.592816381,1.7693857,0.036271568,NA,right
13744762,2008,7356,974,137183,0,30.64,0.79,0.203204,0.176075,left
13757782,2008,448,1862,49853,0,574.35,0.79,-0.01918,NA,left
13785352,2008,9797,10155,54334,0,743.22,0.6,0.122918,0.0583,left
13995082,2008,11954,3920,100071,1,30.1,0.86,-0.034424,NA,left
14006642,2008,1072,2691,63514,0,362.98,0.88,0.018394,NA,left
14009602,2008,463,3102,37297,0,222.5,0.96,0.138413,NA,left
14052476,2008,355,528,282,0,2982.014925,1.119402985,-0.041778358,NA,right
14053295,2008,12684,10741,117259,0,1068.36,0.35,-0.119849,NA,left
14055508,2008,2136,4953,37045,1,139.64,0.72,0.162041,NA,left
14058842,2008,2477,3693,533735,0,304.32,1.11,0.250311,NA,left
14060641,2008,1222,1488,47202,0,32.9,0.77,0.125598,NA,left
14060717,2008,791,2782,66288,0,417.66,0.97,0.036376,0.007789231,left
14066183,2008,6003,6450,40457,0,1720.32,1.14,0.00637,NA,left
14075981,2008,20243,2390,27483,0,353.61,1.83,0.100256,NA,left
14076519,2008,4180,4944,56567,0,206.75,0.98,0.050852,NA,left
14097197,2008,294,1085,31466,0,10447.41,1.08,-0.028356,NA,left
14113744,2008,68,427,7627,0,0,0,0,NA,left
14133760,2008,31509,2262,45379,0,249.7915625,1.0171875,0.0686855,0.056274607,right
14137084,2008,790,1622,19915,0,695.4689339,1.023544801,-0.03229261,NA,right
14146966,2008,110871,2588,19568,0,423.84,0.82,-0.013689,NA,left
14150186,2008,654,5004,223397,8,842.69,1.2,-0.000359,NA,left
14155736,2008,3124,700,136212,0,961.57,0.98,0.105934,NA,left
14160315,2008,14199,994,39813,0,2.49,1.49,0.139253,NA,left
14165980,2008,5611,2837,19908,0,1687.76,0.94,-0.036143,NA,left
14166667,2008,3352,4725,76117,0,405.65,0.79,-0.057494,NA,left
14170924,2008,1192,2614,107675,0,681.815625,1.2053125,-0.041471844,NA,right
14173339,2008,877,1239,24573,0,1798.347188,1.2246875,0.014425094,NA,left
14184603,2008,375,101,91264,0,11955.36,1.09,0.047165,0.041684091,left
14186393,2008,3013,5170,914740,0,1.2,1.91,0.117065,NA,left
14188253,2008,1086,642,11805,0,702.5555905,0.475502513,0.051505873,NA,right
14204848,2008,11536,1423,72495,0,113.694375,1.5425,0.037401094,NA,right
14209883,2008,5801,6371,281164,0,2430.74,1.2,-0.021212,NA,left
14219171,2008,18501,17928,14520,0,6156.95,7.39,0.267151,0.2469,left
14240941,2008,1762,3139,7502,0,414.4,1.16,0.147717,0.136717857,left
14247236,2008,1103249,88612,312291,0,728.62,1.01,0.020465,NA,left
14254049,2008,1975,4904,32673,0,2397.39,0.99,-0.023672,-0.020481053,left
14257610,2008,2564,4857,45517,0,1026.73,1.2,-0.049998,NA,left
14258321,2008,3525,2221,29534,0,366.34,0.64,-0.008846,NA,left
14260758,2008,690,4542,113409,0,428.01,0.29,0.007615,0.022442105,left
14262590,2008,3994,4606,107391,0,355.17,1.86,0.239322,NA,left
14268639,2008,1169,3407,40617,0,210.65,0.37,0.003979,NA,left
14268812,2008,66645,3423,199302,0,2528.6,0.9,0.070022,NA,left
14270422,2008,15409,3951,48501,0,9912.6,1.1,-0.063944,NA,left
14295976,2008,17233,5114,88442,0,109.14,0.54,0.134632,0.119215625,left
14301229,2008,5007,5429,41696,0,1989.37,0.95,0.05545,0.042718182,left
14302438,2008,238,521,7314,0,1172.36,0.68,0.109759,0.140475,left
14304302,2008,11596,14033,168621,0,4477.88,0.87,0.015365,NA,left
14315961,2008,978,548,135610,0,1963.28,1.06,0.005169,NA,left
14325117,2008,2246,1292,17657,0,323.84,0.38,-0.118342,0.032733333,left
14325123,2008,2964,1021,15405,0,121.53,1.51,0.112653,NA,left
14328160,2008,3056,2563,39447,6,60.08,0.52,0.102431,NA,left
14333074,2008,3890,4434,66794,1,661.67,0.76,0.239453,NA,left
14335189,2008,4135,2951,2605,0,4.094631483,1.065514104,0.17217252,NA,right
14340977,2008,23445,1800,56380,0,698.31,0.85,0.075838,NA,left
14341287,2008,3744,2596,66648,0,77.42,0.31,-0.031885,NA,left
14343700,2008,56,1062,9495,0,5818.2,0.8,0.175123,0.131675,left
14347574,2008,614,1962,74188,0,605.05,0.75,-0.015659,NA,left
14360771,2008,5047,2035,29660,0,34.64,1.12,-0.083117,NA,left
14361037,2008,822,586,39,0,256,1.285714286,-0.046785714,NA,left
14361980,2008,481,1696,58546,26,1295.52,1.22,0.073148,0.113501163,left
14378429,2008,220,444,21665,0,936.423125,0.7659375,-0.057172563,NA,right
14387145,2008,1233,4899,48066,1,2152.32,1.3,-0.056509,NA,left
14389212,2008,33014,2119,80830,0,51.86,0.73,0.091866,NA,left
14398267,2008,3869,1760,17971,0,790.79,1.67,0.083754,NA,left
14403857,2008,2203,2773,46929,1,1255.590909,0.996131528,0.003049968,NA,right
14410833,2008,43,218,483,0,1098.46,1.41,0.216499,0.243481081,left
14413370,2008,1553,1783,106230,0,1318.180313,1.2134375,-0.002856375,NA,right
14414229,2008,1412,3973,19267,0,1751.92,0.87,0.012859,NA,left
14423929,2008,11391,3648,19475,0,691.8127004,1.371391918,0.143719917,NA,right
14424975,2008,110,243,8775,0,43.8,0.41,0.055605,0.096690476,left
14426130,2008,563,584,38001,0,53.23,1.66,-0.150141,-0.1419,left
14430522,2008,1636,1661,114193,0,687.16,0.99,0.034223,NA,left
14441126,2008,3636,2741,15979,0,396.92,1.17,0.210954,NA,left
14441334,2008,2522,4329,386323,0,840.34,0.76,0.048055,NA,left
14447761,2008,447,4991,4957,0,2575.66,1.18,0.050271,NA,left
14454645,2008,26729,909,13905,0,411.66,1.16,0.179233,NA,left
14463815,2008,2378,743,116177,0,108.56,1.68,0.11402,NA,left
14465607,2008,136183,54926,111613,0,313.2965625,0.775625,0.048692125,NA,right
14471533,2008,3573,2987,32106,0,3212.85939,0.949277689,0.089934896,NA,right
14475647,2008,2363,4999,83672,0,818.35,1.34,0.018841,0.012381538,left
14477723,2008,10350,4092,114838,0,303.08,0.7,0.093189,NA,left
14478640,2008,4956,5188,29584,3,26.57875,0.34625,-0.005414438,NA,right
14479687,2008,1499,2192,99694,0,3359.66,0.81,0.092633,0.179604651,left
14482795,2008,1348,500,16095,0,339.02,0.96,0.140478,0.138208,left
14483334,2008,5001,2864,34355,0,352.33,0.41,0.09405,NA,left
14499605,2008,8955,9253,98301,0,864.51,1.29,0.07137,0.063756667,left
14530517,2008,3541,4485,26359,0,672.15,0.95,0.267514,NA,left
14534178,2008,38,1288,2220,0,583.15,1.31,0.093765,NA,left
14538236,2008,12400,89,52866,0,50.88,0.55,-0.018141,NA,left
14539213,2008,1555,4655,70090,0,1638.8,1.15,0.014548,NA,left
14545151,2008,3408,3399,104445,0,688.1,1.13,0.17109,NA,left
14552725,2008,111861,1759,6263,0,146.33,1.37,0.172525,-0.109133333,left
14554161,2008,487,1702,23836,0,2335.588125,0.6715625,0.067954219,NA,left
14555901,2008,585,4948,23601,0,1638.7,1.03,0.045141,0.009159677,left
14557448,2008,3911,2676,62837,0,122.22,1.16,0.123883,NA,left
14562921,2008,3598,2269,58507,0,1361.56,1.15,0.024113,NA,left
14565384,2008,2420,1975,29868,0,469.09,0.62,0.335786,NA,left
14569056,2008,6885,1763,81643,1,924.98,0.6,-0.068273,-0.124627273,left
14572625,2008,3687,2783,62620,0,0.12,1.05,0.04262,0,left
14589287,2008,9213,9648,165208,0,784.43,1.46,-0.004291,NA,left
14590099,2008,3178,2331,111315,0,7701.92,1.17,0.125358,0.058748889,left
14598288,2008,3133,2880,16941,0,0.11,0.24,-0.0391,NA,left
14608670,2008,6483,6079,19618,0,1.96,1.49,0.234494,NA,left
14610429,2008,145,1466,4986,0,2944.31,1.21,0.062003,0.059167347,left
14615421,2008,6134,2262,29386,0,753.17,0.83,0.119091,NA,left
14616714,2008,134,637,7848,0,4791.4,1.4,0.210989,NA,left
14617868,2008,4063,2800,71012,0,3063.344063,1.066875,-0.002223,NA,right
14619947,2008,8270,1552,4490,0,1277.66,0.58,0.009074,NA,left
14630872,2008,3469,4844,54759,0,3637.95,0.93,0.160939,0.085158065,left
14632294,2008,21051,1043,38928,0,4686.75,1.34,0.139333,NA,left
14632689,2008,10357,11398,305319,0,1993.2,1.19,0.0054,NA,left
14639216,2008,9882,1287,57650,0,16.38,0.93,0.127457,NA,left
14640845,2008,6462,7084,113567,0,1671.2,1.28,0.01823,NA,left
14655509,2008,89,759,7669,0,187.82,1.7,0.000521,NA,left
14662985,2008,295,806,74421,0,1436.73,1.26,0.096803,NA,left
14666643,2008,873,4990,75035,0,460.8625,1.203125,0.147993094,NA,right
14669951,2008,1046650,423,144025,1,595.6309375,0.355625,-0.102012531,NA,right
14685855,2008,1989,2627,44391,0,105.53,39.81,-0.051155,NA,left
14690078,2008,22113,4751,51889,0,1283.19,1.09,0.064343,0.138955319,left
14695552,2008,387,4877,37047,0,930.96,1.49,0.069932,0.101060274,left
14695985,2008,232719,4996,64057,0,17.21,0.31,0.231156,-0.188471429,left
14704278,2008,51628,3325,40263,0,759.52,0.59,-0.051854,NA,left
