user_id,created_at,followers_count,following_count,tweets_count,sensitive_tweets_count,retweets_average,mentions_average,sentiment_average,retweeted_sentiment_average,poli_affil
50320835,2009,55,96,4019,0,1891.23,1.19,0.064427,NA,left
50335964,2009,4143,1750,3604,0,87.71,0.94,-0.057568,-0.073922727,left
50349506,2009,35,64,9599,0,2983.11,1.35,0.061867,NA,left
50378160,2009,639,890,9448,0,1372.41,1.02,0.00943,NA,left
50383168,2009,1800,4941,94440,0,230.73,1.07,0.140662,NA,left
50388000,2009,145,1277,43038,0,0.81,0.1,-0.077038,NA,left
50406326,2009,39182,2087,11417,0,72.53,1.1,0.077146,NA,left
50446226,2009,207678,661,61639,0,20.76,0.71,0.02121,NA,left
50465433,2009,621,467,134126,0,361.37,1.05,0.087099,NA,left
50499066,2009,190,1195,40516,0,2715.7,1.19,-0.030434,-0.035265217,left
50500679,2009,2891,3784,162079,0,1100.01,1.12,0.114476,NA,left
50560529,2009,107199,2496,36498,0,276.06,0.79,0.026883,NA,left
50570777,2009,428,247,56993,0,1445.69,1.1,-0.130655,NA,left
50622772,2009,203,395,10366,0,2784.15,1,0.029222,NA,left
50644095,2009,6455,6791,109527,0,779.3848375,1.493140794,0.022644657,NA,right
50653354,2009,107,520,3904,0,1402.372283,1.132598425,-0.001177102,-0.047515572,right
50667855,2009,6137,1925,27013,0,198.01,0.69,0.110604,NA,left
50689313,2009,23338,670,10008,0,281.36,0.94,0.015453,-0.022447368,left
50698579,2009,19885,14785,86003,0,6418.46,1,0.031546,NA,left
50727693,2009,943,2589,49057,0,2206.511062,0.845764855,-0.058559703,NA,right
50769180,2009,4370371,444,51803,0,380.6328125,0.6153125,-0.047050031,NA,right
50777555,2009,14816,806,17277,0,225.3203125,1.390625,0.043293563,NA,right
50791051,2009,11322,7768,261093,0,3.59,3.05,0.192079,NA,left
50815022,2009,656,2971,25196,0,6579.42,1.05,0.137667,NA,left
50817824,2009,2873,2814,27189,0,11833.35,1.73,-0.032637,NA,left
50829208,2009,596,2256,142878,0,2070.99,1.24,-0.135127,-0.127486735,left
50848248,2009,1931,4927,37950,0,823.421875,1.2125,0.149268094,NA,right
50851420,2009,6224,6635,157429,0,1062.500313,1.637304075,-0.005488056,NA,right
50853815,2009,5755,6330,183935,0,103.5,1.16,0.078218,NA,left
50908485,2009,180851,6140,112933,0,44.53,0.85,0.014098,NA,left
50925084,2009,3139,3465,111013,0,120.89375,0.509375,0.005738313,NA,right
50981118,2009,2256,2361,27524,0,1859.79,1.61,0.115519,NA,left
50993731,2009,11382,12490,193047,0,177.6,0.5,0.173238,NA,left
51012987,2009,3031,2805,62271,0,507.74,0.87,-0.008831,NA,left
51082437,2009,1988,2586,97840,0,846.506875,0.4446875,-0.024033531,NA,right
51103636,2009,264,629,22797,0,2.12,1.39,-0.044618,NA,left
51132542,2009,2489,2949,11306,1,3050.193959,1.208267091,-0.018521741,NA,right
51133590,2009,381,540,13037,0,1298.76,1.42,-0.148763,NA,left
51136977,2009,623,633,3228,0,944.54,0.86,-0.035993,NA,left
51147107,2009,3340,4991,266930,0,365.34,1.25,0.023075,NA,left
51152908,2009,84421,2993,37079,0,411.24,0.9,-0.021621,NA,left
51179818,2009,3807,4939,22781,0,864.08,0.81,0.061456,-0.00208,left
51210644,2009,3410,3935,182245,3,1347.98101,0.41633823,-0.126909996,-0.051743083,right
51211854,2009,5772,2373,61678,0,97.31,0.41,-0.003526,0.038695238,left
51296446,2009,425,1328,11543,96,599.37,1.44,0.101391,NA,left
51378153,2009,10463,4915,1310162,0,13.06,1.49,0.442292,0.494101639,left
51404936,2009,59,535,4291,0,1361.622037,1.081998719,-0.105616752,NA,right
51532527,2009,8,405,2025,62,2930.31,0.53,0.042744,NA,left
51560842,2009,3467,2898,117412,1,3012.62963,1.216258632,0.031982486,NA,right
51589530,2009,3045,4942,52360,0,2032.99,1.2,0.022314,NA,left
51637112,2009,798,4996,16526,0,3724.34,1.06,0.010891,NA,left
51685865,2009,13417,4249,114362,0,3.03,0.28,-0.175094,NA,left
51728851,2009,6232,6259,294619,0,519.24,1.43,-0.050756,NA,left
51736714,2009,1145,785,5734,0,1297.78,1.03,0.170459,NA,left
51781119,2009,99243,6279,67523,0,401.43,0.69,0.114969,NA,left
51786954,2009,2218,3638,8279,0,1752.32,1.28,0.109111,NA,left
51839302,2009,727,1136,127036,0,2570.16,1.41,0.052679,0.046777778,left
51878363,2009,386,122,49539,0,221.09,0.42,-0.089051,NA,left
51887657,2009,512,228,22995,0,1434.58,1.33,-0.018171,NA,left
51958010,2009,902,1577,10608,0,0.01,1.34,0.502017,NA,left
51973943,2009,635,746,55979,0,8.42,1.43,-0.036918,-0.07446,left
52031987,2009,2094,2193,37150,0,366.9888606,0.753660089,-0.109522215,NA,right
52034231,2009,4036,1830,12302,0,114.59,0.86,0.182425,NA,left
52116553,2009,19,59,48745,0,768.31,0.76,-0.053716,NA,left
52135454,2009,10788,10888,28386,0,439.288125,1.83875,0.146716531,-0.018135601,right
52185878,2009,41,150,8603,0,9506.71,1.12,-0.048383,NA,left
52205171,2009,696,413,6001,2,418.3525859,0.533031333,0.046838996,NA,right
52205384,2009,1016,2956,50174,0,1843.68,1.04,-0.03958,NA,left
52207152,2009,1681,1637,90618,0,3141.73,1.34,-0.068798,NA,left
52209156,2009,2829,3719,67630,3,3544.727554,1.073916409,-0.080227632,NA,right
52246968,2009,67905,5935,86768,0,15.58,0.52,0.102225,NA,left
52378533,2009,5404,1563,6429,0,1384.55,1.48,0.234868,0.059764103,left
52426757,2009,3480,1650,136665,0,644.26,0.79,0.134023,NA,left
52494566,2009,819,96,13555,0,33.05,1.19,0.366023,NA,left
52494989,2009,1551,2600,179299,0,135.8,1.3,0.210951,0.202204762,left
52505924,2009,2310,3064,63774,2,670.7397849,1.128673835,-0.005596272,NA,right
52585436,2009,31570,3832,26605,0,872.07,0.74,0.224493,NA,left
52591127,2009,1030,2187,6174,0,483.14,1.8,0.046939,0.005266667,left
52596376,2009,90225,4971,34812,0,267.94,1.59,0.111047,NA,left
52608259,2009,18,147,1263,0,459.9711538,1.179487179,-0.023434696,NA,right
52729667,2009,1072,677,120012,0,2609.6,0.93,-0.127818,NA,left
52741979,2009,114,323,29873,0,200.86,0.03,-0.057136,NA,left
52841659,2009,2208,353,4889,0,821.11,0.68,0.215688,NA,left
52948986,2009,3294,4335,69769,0,586,0.88,0.05384,0.094607813,left
52997134,2009,7423,0,42599,0,66.4,0.73,-0.063492,NA,left
53046002,2009,1925,918,240960,0,504.08,1.28,-0.109699,NA,left
53052568,2009,273,534,43539,0,750.47,1.28,-0.000315,-0.133095122,left
53065061,2009,376,339,34633,0,8875.26,0.66,0.3053,NA,left
53074414,2009,1955,4962,6204,0,192.58,1.04,-0.011829,NA,left
53077592,2009,1629,2739,14903,0,3598.42,1.08,-0.044163,NA,left
53091029,2009,3585,768,32881,0,12.78,1.6,0.157436,0,left
53106736,2009,1914,1239,138669,0,253.63,0.36,-0.147308,NA,left
53130640,2009,1898,1359,18466,0,162.23,1.15,0.18057,NA,left
53176720,2009,222,492,23734,0,1344.93,0.49,-0.039659,-0.016828947,left
53177331,2009,478,1317,13327,0,0.09,1.37,0.11468,NA,left
53252986,2009,306,898,13601,0,2912.9,1.34,-0.035532,NA,left
53265271,2009,5354,5893,294086,1,3349.615625,1.1971875,-0.014178125,NA,right
53265727,2009,2392,3183,8608,0,2192.69,1.14,0.110859,0.164155263,left
53269253,2009,544,2098,133631,0,425.54,1.75,-0.081931,-0.079220879,left
53269709,2009,440,493,30293,1,1194.16,1.12,-0.0346,-0.127108333,left
53274985,2009,1003,4730,16169,0,2580.66,1.06,0.13817,NA,left
53280153,2009,368,867,40232,0,3395.186871,1.527352298,-0.01047593,NA,right
53297881,2009,7033,243,59001,0,27671.84615,0.076923077,-0.000415385,0.4019,right
53313796,2009,1160,1595,228968,0,460.73,2.03,0.1454,NA,left
53344015,2009,8159,2760,78446,0,502.68,1.35,0.142243,NA,left
53391671,2009,5103,7934,30711,64,1349.55,0.51,0.026411,NA,left
53423743,2009,3137,4742,10138,0,709.59,1.11,-0.051518,NA,left
53438514,2009,13738,11495,213246,0,1060.56,1.4,-0.01963,0.012563793,left
53449427,2009,562,2902,33561,0,1397.76,1.04,0.057516,0.011908511,left
53473794,2009,2562,923,23155,0,144.88,0.75,0.198288,NA,left
53504874,2009,31,179,894,1,2861.65,0.64,-0.087088,NA,left
53518873,2009,3167,705,116967,0,68.77,1.12,-0.065064,NA,left
53531637,2009,343,825,24507,0,565.3009375,1.3509375,-0.094602219,NA,right
53533679,2009,345,0,45239,0,5.54,1.41,0.021217,NA,left
53544165,2009,91180,66349,101005,0,557.3718503,1.834773218,0.094867315,NA,right
53557635,2009,1002,5011,188181,0,636.31,5.87,-0.083612,NA,left
53595756,2009,3486,4220,35734,0,10230.98,0.94,0.103763,NA,left
53622469,2009,313,291,1168,0,0.03,1.3,-0.016612,NA,left
53678504,2009,478,1402,2277,0,1724.458186,0.846289753,0.048762839,0.036664742,right
53685591,2009,4,86,3303,0,3419.37,0.73,0.060499,NA,left
53692996,2009,1443,2433,53306,1,1191.461867,1.175213675,0.055886555,0.055224788,left
53736521,2009,2016,3760,121279,0,1069.755427,1.094640434,-0.02574732,NA,right
53796898,2009,4,78,286,0,0.03,0.41,-0.047584,NA,left
53799486,2009,82,240,1654,0,5905.67,0.97,0.097715,NA,left
53803839,2009,847,2639,117470,0,3392.89,1.1,-0.034378,NA,left
53946718,2009,1112,210,12260,0,167.3921875,0.96875,0.166310781,NA,right
53952464,2009,2864,4996,103427,0,214.28,1.1,0.097983,NA,left
53968813,2009,1005,1248,30944,0,807.72,1.26,0.170739,0.125592857,left
53994723,2009,4190,4395,51522,0,397.36,0.4,-0.027812,NA,left
53995533,2009,2591,4572,131602,0,2358.54,1.12,-0.066115,NA,left
54018623,2009,692,830,11454,0,45.07,0.25,-0.118222,NA,left
54061081,2009,1748,4643,94335,0,1524.56,1.07,-0.056418,NA,left
54141035,2009,11175,8957,101547,1,438.4665625,8.314375,0.040783688,NA,left
54177344,2009,1076,615,11509,4,1263.745267,1.153757889,0.007764773,NA,right
54199094,2009,188,276,11388,0,3.31,2.29,0.11178,0.3951,left
54223267,2009,1315,984,12422,0,595.56,0.89,0.134162,NA,left
54229868,2009,82738,95597,32107,0,508.591925,0.974765681,-0.006574009,NA,right
54296109,2009,1149,4979,60598,0,463.29,0.2,0.029924,NA,left
54317262,2009,733,944,29656,0,1513.91,1.84,-0.040787,NA,left
54389007,2009,3568,3620,4094,0,13.85,1.09,0.035462,-0.007375,left
54393833,2009,257,47,2416,0,2699.676471,1.323529412,-0.026882353,NA,left
54468739,2009,421,484,20044,0,17.45,1.62,0.143923,NA,left
54523305,2009,14591,2725,42865,0,1.78,1.35,0.06232,NA,left
54542993,2009,752,6,68050,0,1107.95,1.5,0.099666,0.06524375,left
54552891,2009,2703,2779,18108,0,1497.017091,1.101405241,0.004698709,NA,right
54580349,2009,46,54,1674,0,852.9814929,0.860579889,0.118156632,0.145569751,right
54606467,2009,734,330,3757,1,1580.98,0.9,-0.027839,NA,left
54609906,2009,209,260,4268,0,278.42,0.88,0.230078,0.168539024,left
54621752,2009,429,413,18768,0,79.38,0.34,0.050858,NA,left
54648248,2009,403,3910,6739,0,27.59,1.71,-0.000982,-0.050122857,left
54743209,2009,14276,15496,165530,0,628.23,1.08,0.009854,0.118277551,left
54771964,2009,94,761,8086,2,2762.360446,1.102000656,-0.033423418,NA,right
54808703,2009,3392,1997,2847,1,814.3222396,1.620986688,-0.044554581,NA,right
54826678,2009,1347,4994,4846,1,1336.72533,0.881368009,-0.054886605,NA,right
54855508,2009,1784,2035,34168,2,25.03,0.11,0.064721,0.025733333,left
54945432,2009,7281,5711,183171,0,542.04,1.03,0.085656,NA,left
54949405,2009,3126,1109,93526,0,761.769375,0.51375,0.042036469,NA,right
54953181,2009,115,259,2917,1,1702.217499,1.211122919,-0.0109226,NA,left
54959092,2009,452,297,35728,0,510.27,0.84,-0.074343,-0.095804,left
54968051,2009,35,156,4751,0,1652.012739,0.707961783,-0.106765955,NA,right
54985685,2009,1763,4828,124262,2592,139.5721451,1.469907407,0.100184259,NA,right
55054823,2009,415,1268,113341,0,107.31,0.14,-0.102797,0.083228571,left
55060090,2009,222813,138687,559396,1,80.29,0.3,-0.113085,-0.183248148,left
55192727,2009,73679,2958,62602,0,215.9428125,1.0853125,0.019155531,NA,left
55275843,2009,824,1438,42347,1,2450.580563,1.172634271,-0.057384591,NA,right
55300299,2009,1002,1183,38060,0,679.74,1.27,0.086629,0.108921053,left
55328859,2009,1747,1789,8834,0,437.77,0.46,0.014335,NA,left
55343543,2009,172,423,23953,0,1041.28,0.93,-0.008406,0.013065909,left
55369810,2009,102124,989,31818,0,375.51,0.56,0.130085,0.009422222,left
55376380,2009,237452,1930,69774,0,136.99,0.4,0.110404,NA,left
55390986,2009,735,2164,25034,0,7.09,1.6,-0.152315,NA,left
55461315,2009,734,262,34308,24,444.91,1.79,-0.03616,NA,left
55554468,2009,35123,26039,449827,0,65.13,0.79,-0.130183,-0.110416981,left
55642275,2009,1384,4994,12731,3,288.7758242,0.93155416,-0.032157363,NA,right
55663709,2009,21870,20724,76142,0,1279.83,0.15,0.159501,NA,left
55671434,2009,2277,3765,134719,0,2034.33,0.79,-0.075108,NA,left
55742123,2009,516,1414,9149,0,1090.52,1.97,-0.051983,NA,left
55762356,2009,16777,16421,58265,0,1515.53,1.18,0.196932,0.298567606,left
55790584,2009,24594,1633,33564,0,149.12,0.85,-0.043483,NA,left
55793467,2009,80,133,2654,0,63.57,0.08,-0.045261,NA,left
55859816,2009,237976,8611,41507,0,143.29,0.91,0.042949,NA,left
55891698,2009,1692,1726,99000,0,321.922327,0.694654088,-0.128926101,NA,right
55908595,2009,25243,24378,134090,0,251.78,1.11,0.087378,NA,left
55909861,2009,315,246,17731,0,1331.87,0.52,0.058509,NA,left
55987057,2009,3593,4132,21501,1,1031.699806,1.63503886,-0.038752558,NA,right
56001656,2009,54681,3794,23233,0,494.78,0.56,-0.018263,NA,left
56051463,2009,333,760,25911,0,65.48663446,1.585507246,-0.062829469,0.067980488,right
56079107,2009,1830,1916,74918,0,1092.581558,0.655126498,0.051353995,NA,right
56079508,2009,3294,2440,164639,0,945.82,1.06,0.088385,NA,left
56170227,2009,125,281,5336,0,3703.598946,1.046756668,0.005079519,NA,right
56207637,2009,316,603,21545,1135,169.5171806,0.140969163,0.012324141,-0.029427885,right
56208791,2009,218,1288,11203,0,4.67,2.03,0.032834,NA,left
56276693,2009,687,1531,58374,0,1179.26,1.21,0.178802,NA,left
56368303,2009,169,584,8349,0,7.75,1.61,0.059077,NA,left
56486919,2009,1182,825,34927,0,411.8494055,1.151915456,-0.021758653,NA,right
56498486,2009,520,2082,24991,0,1106.65,4.19,0.001919,-0.154058333,left
56521966,2009,266,34,44926,0,878.78,0.72,-0.078316,NA,left
56541818,2009,1045,2784,25786,1,2040.765409,2.316025402,-0.013049234,NA,right
56563409,2009,1186,2115,37271,42,1063.37,1.01,-0.127552,NA,left
56613758,2009,2871,1627,217772,0,188.97,0.69,-0.018223,NA,left
56618626,2009,238,1362,1279,0,61.83,1.14,-0.110712,NA,left
56762271,2009,781,2457,17813,1,203.4289406,1.627583979,0.015779877,NA,right
56798124,2009,992,1842,23382,0,2387.04,1.23,-0.067512,NA,left
56843559,2009,2014,3056,75522,0,1883.76,0.97,0.15768,NA,left
56901446,2009,1585,2713,38334,0,3937.819054,1.004961958,-0.004028415,NA,right
56916759,2009,700,2811,22439,0,2310.25,0.81,0.092348,NA,left
56952466,2009,965,1617,74142,0,1297.8425,1.1903125,-0.016872969,NA,right
57029492,2009,118165,541,41254,0,4.51,0.71,0.066666,NA,left
57042327,2009,1173,2072,29343,0,2009.285372,1.266529633,0.037140699,NA,right
57065153,2009,1067,4958,42522,0,6837.07,1.07,0.14996,NA,left
57092397,2009,3001,3385,7365,0,828.8627874,1.447916667,-0.002409016,NA,right
57105450,2009,9825,420,32249,0,0.43,0.59,0.13679,NA,left
57112574,2009,866,1157,58171,0,80.41,1.19,-0.047,0.017116667,left
57145818,2009,12155,3787,28223,0,79.14,0.98,0.064917,0.091707895,left
57220484,2009,14,117,3829,0,546.98,0.71,0.034651,NA,left
57232495,2009,1274,548,27798,0,1119.84,0.67,0.129569,NA,left
57316477,2009,54,135,6737,0,2203.95,0.21,0.155636,NA,left
57354671,2009,1499,2520,245824,0,818.58,1.9515625,-0.028111344,NA,right
57362673,2009,24110,1045,74429,0,2766.85,0.74,0.164801,NA,left
57391774,2009,16006,3962,26078,0,210.08,1.4,0.080494,NA,left
57410167,2009,4653,4821,224353,0,3156.84,1.3125,-0.017757906,NA,right
57479732,2009,37,174,5320,0,436.13,1.17,-0.136152,NA,left
57482378,2009,632,366,4145,0,0.1,0.07,0.04141,NA,left
57506846,2009,5365,5838,3524,0,1461.23,2.99,0.22856,0.183175,left
57516909,2009,914,909,47411,0,1624.42,1.13,-0.006492,NA,left
57609130,2009,170,980,6990,0,1610.79,1.48,0.11213,NA,left
57655062,2009,741,14,41657,0,5.826923077,0.769230769,0.019129808,NA,right
57668247,2009,1324,2534,109871,0,146.684375,1.0746875,-0.001110844,NA,right
57708120,2009,6385,6990,101068,0,1726.31,0.92,-0.107096,-0.182718182,left
57724112,2009,1380,2760,20203,0,1374.37,0.83,0.178282,NA,left
57774733,2009,1199,4972,172477,0,309.24,0.35,-0.106184,NA,left
57785323,2009,337,1094,237878,0,345.54,0.45,0.02768,NA,left
57814841,2009,730,1331,77039,0,1271.479632,1.268508679,0.048524336,NA,right
57854434,2009,692,1600,69516,0,762.2,1.05,0.141396,NA,left
58007003,2009,148,417,2144,0,4926.7,0.5,-9.1E-05,NA,left
58008209,2009,644,302,183277,0,543.81,0.75,-0.00468,NA,left
58047691,2009,66,486,9203,2,1018.319092,5.794058745,-0.070038919,NA,right
58207783,2009,86,733,6164,0,1462.63,0.89,-0.091329,NA,left
58241603,2009,2054,3931,10797,2,496.5553125,1.7025,0.02806275,NA,right
58256324,2009,2393,1599,223554,1,4.44,0.01,-0.067907,NA,left
58270469,2009,8629,8585,128190,0,214.21,1.71,-0.013577,-0.030892308,left
58327327,2009,42780,1727,13401,0,2989.73,1.19,-0.013924,-0.091801587,left
58331049,2009,2582,3987,93941,1,2503.989343,1.126503953,0.012199072,NA,right
58337417,2009,3653,4652,96242,33,337.75,0.94,0.1014,NA,left
58369055,2009,12,49,8914,0,232.7209375,0.8496875,0.007085,NA,right
58394596,2009,3966,3906,29091,1,2091.90872,1.206307978,-0.041426011,NA,right
58510208,2009,298,351,9735,0,872.4895702,1.070164349,-0.027613654,NA,right
58652153,2009,11799,11322,86270,0,815.92,1.61,0.181122,NA,left
58802476,2009,489,1799,73599,0,1642.03,1.15,4E-05,NA,left
58826159,2009,136,795,2954,0,595.7090103,0.843057607,-0.003269092,NA,right
58871734,2009,80,121,7135,0,5066.07,1.05,-0.002728,-0.063653623,left
58891903,2009,334,247,37583,0,935.765625,1.413125,-2.45937E-05,NA,right
58942338,2009,6631,1376,8480,0,411.7,1.15,0.065104,NA,left
58956169,2009,105,522,5961,0,1466.74,1.06,0.062626,NA,left
59026212,2009,261,1715,18193,0,10366.68,1.23,-0.017523,NA,left
59116050,2009,10559,652,3195,0,125.8446479,1.14682665,0.01001844,-0.025118159,right
59119716,2009,1817,4995,132412,0,123.46,1.15,0.181032,NA,left
59129716,2009,2108,1991,50051,15,2872.33,1.01,0.024072,-0.010449398,left
59159771,2009,178380,44417,107841,0,339.46,0.7,0.030103,NA,left
59165534,2009,3930,804,14300,0,1026.75,1.17,0.231559,0.117407143,left
59171389,2009,1164,2554,51635,1,983.2988506,1.191451149,-0.023926293,NA,right
59320269,2009,461,4503,17466,0,189.2756571,0.708698373,0.014665551,NA,right
59368462,2009,211,196,14894,0,3509.07085,1.840418354,0.048649831,NA,right
59393368,2009,265094,2140,339137,0,13.56,0.24,-0.000708,-0.070911765,left
59429363,2009,3561,2325,41353,0,2008.17,1.05,-0.077132,-0.124051563,left
59465105,2009,2378,2376,19052,0,209.13,0.16,0.052345,NA,left
59476911,2009,42084,40629,143823,0,181.39,5.89,0.470354,NA,left
59544552,2009,465,2049,16857,0,1366.68,0.85,0.112141,NA,left
59622386,2009,21743,23164,24969,1,589.18,1.15,0.107337,NA,left
59641955,2009,252,2203,9585,0,977.35,1.15,0.057878,NA,left
59677674,2009,1525,2697,253698,0,249.17,1.31,0.026209,NA,left
59736485,2009,18920,19950,33642,1,403.1507069,0.361825193,-0.046957744,NA,right
59759781,2009,2053,4190,53228,0,147.26,0.63,0.058174,NA,left
59865242,2009,8667,1409,167407,0,28.6,0.83,0.029156,NA,left
59870281,2009,758,1594,39937,0,1725.54,1.18,-0.009937,NA,left
60004416,2009,290,315,46977,0,107.1,1.1,0.000678,NA,left
60034272,2009,32,183,1851,0,11809.88,1.07,0.047758,NA,left
60093428,2009,168,929,2637,0,1512.36,0.83,0.079343,NA,left
60096143,2009,229,614,16796,0,3504.54,0.83,-0.040629,-0.039371429,left
60151114,2009,156,517,15635,1,1768.35,1.3,-0.027161,NA,left
60179528,2009,7617,1422,52680,0,1596.75,1.38,0.028655,-0.031402273,left
60195990,2009,257,326,21986,0,1214.567725,0.930978613,-0.07231766,NA,right
60201764,2009,6660,3464,44719,0,4286.86,0.54,0.130973,0.222766667,left
60257586,2009,2318,4147,117931,0,3387.54,0.97,-0.039315,NA,left
60289128,2009,7519,1691,82780,0,6869.77,0.87,-0.000513,NA,left
60298259,2009,2101,2240,324,0,0.16,0.45,0.211872,0.3155,left
60354031,2009,4150,2629,102537,0,1369.47,1.63,0.088723,NA,left
60369503,2009,220,464,8954,0,869.1881313,1.515151515,0.003606818,NA,right
60403024,2009,56704,4135,33126,1,928.606875,0.7053125,0.016096094,NA,right
60403862,2009,3155,4960,316494,0,427.85,1.69,0.050484,NA,left
60481849,2009,316,858,9552,2,2840.634724,1.281824611,-0.053944554,NA,right
60486609,2009,533,992,13615,0,1063.53,1.12,-0.036555,NA,left
60567000,2009,14769,13519,16114,0,16.17,1.65,0.029864,NA,left
60568748,2009,1383,2244,80867,1,406.8671875,1.618125,0.03248175,NA,right
60602656,2009,7647,816,5755,0,4800.28,0.66,0.105074,NA,left
60721444,2009,352,176,9805,0,280.76,1.04,0.008052,NA,left
60763047,2009,10280,2491,33889,0,1126.91,0.93,0.009489,0.013391935,left
60797823,2009,220,830,28654,0,1128.281563,1.1271875,-0.014177125,NA,right
60815392,2009,616,314,295442,0,388.4565588,0.782623509,-0.007357206,0.017149153,right
60816174,2009,20402,19418,18944,0,7.99,0.74,-0.015341,NA,left
60831175,2009,16,142,1798,0,2655.15,1.39,0.118296,NA,left
60938078,2009,797,576,53333,0,450.1915625,0.38875,-0.047206813,NA,right
60974791,2009,85,196,54802,0,1037.15,1.11,0.006865,NA,left
61001993,2009,412,999,13719,0,356.99,1.71,0.163335,NA,left
61002575,2009,4774,5011,55621,0,1607.32,0.63,-0.074707,NA,left
61013605,2009,1827,872,116983,0,1224.683966,0.692555476,0.049457445,NA,right
61102961,2009,3960,1391,107079,0,3418.14,0.68,0.020061,0.058201887,left
61104689,2009,7681,5778,145753,0,508.35,1.04,0.070743,NA,left
61108930,2009,1564,1581,99099,0,14.13,1.18,0.450305,NA,left
61186268,2009,331,203,33505,0,2898.54,0.94,0.008435,NA,left
61267358,2009,16582,5593,18946,0,98.94,1.13,0.064673,NA,left
61340600,2009,2197,2616,59536,0,921.21,0.95,0.042596,NA,left
61342999,2009,976,4891,35196,0,1764.28,2.31,0.034659,0.050788525,left
61375665,2009,64,194,2104,0,273.4766734,0.46703854,0.079931389,NA,right
61491284,2009,545,679,29404,0,140.72,0.62,0.180955,0.163425,left
61499948,2009,2440,3201,61024,0,3075.21,1.24,0.123764,NA,left
61511656,2009,1084,1140,51875,0,1119.18021,1.038663172,-0.062489351,NA,right
61535799,2009,654,1492,59170,0,715.68,1.07,0.00811,NA,left
61616206,2009,1109,2447,20894,0,1630.254889,0.767700607,-0.015577006,NA,right
61660908,2009,23,128,2661,0,8924.11,0.97,0.045284,NA,left
61790061,2009,2088,1621,24486,0,169.7010243,0.633802817,-0.103239725,NA,right
61886020,2009,89,613,28199,1,1307.482617,1.272123894,0.004267668,NA,right
61921063,2009,3519,3231,129038,1,677.7822148,0.418456376,-0.08000755,NA,right
61930849,2009,27,76,664,0,2034.723502,0.648233487,-0.06894808,-0.025410394,right
62007387,2009,7381,5595,12833,0,696.831875,1.8384375,0.026691781,NA,right
62074696,2009,1751,1436,12406,0,211.67,1.41,0.416717,NA,left
62125299,2009,1394,1779,30316,0,4.22875,1.2559375,-0.095400781,NA,right
62145334,2009,12096,11556,157002,0,828.11,1.84,0.000208,NA,left
62219492,2009,7323,7078,38869,0,6042.76,1.29,0.180632,NA,left
62423890,2009,3515,4934,146716,0,1395.06,0.9,-0.021597,NA,left
62424192,2009,807,987,75585,0,399.28,0.54,0.040216,NA,left
62427859,2009,9269,3403,941420,0,49.31,1.09,0.18322,NA,left
62505151,2009,864,1028,107357,0,12479.76,1.34,0.026567,0.012391667,left
62509755,2009,2359,621,52746,0,385.85,1.22,-0.065993,NA,left
62575859,2009,20470,2281,179501,2,3.1,1.32,0.019159,0.039977778,left
62595184,2009,3949,3020,46834,0,6072.37,1.05,0.047817,0.079490741,left
62668899,2009,542,492,5240,0,1161.01,1.43,-0.153734,NA,left
62724927,2009,653,4984,15513,0,8950.21,1.25,0.080758,NA,left
62784184,2009,367,978,51455,0,1229.949063,0.7771875,-0.048106,NA,right
62835123,2009,2451,2461,167816,1,1732.710163,0.936010038,-0.026913112,NA,right
62890739,2009,4197,4957,199906,0,736.27625,1.428125,0.02192575,NA,right
62891501,2009,413,651,56508,0,119.5725,0.1053125,-0.046840656,NA,right
62977353,2009,1435,3544,53376,0,769.52,0.45,0.055235,0.129565385,left
63030457,2009,6,4,3307,0,1623.218554,0.803565533,-0.123473126,-0.0647,right
63135659,2009,1047,957,117182,0,118.603125,0.325625,-0.142888844,NA,right
63150856,2009,55248,2507,9803,0,110.5575,0.7265625,0.307554063,NA,right
63169926,2009,532,2403,5150,0,93.56,1.19,-0.014501,NA,left
63263764,2009,11368,11435,364139,0,108.29,1.87,0.038516,0.006018033,left
63265975,2009,411,1947,52359,0,996.77,1.15,0.144774,NA,left
63322264,2009,156,1161,4327,1,85.45215463,1.057667934,0.115294645,NA,right
63330870,2009,19018,5965,15878,0,566.62,0.9,-0.016003,0.096978049,left
63557742,2009,136,460,9833,3,1281.740313,1.0175,-0.053874625,NA,right
63564245,2009,3449,3135,73830,0,376.54,1.22,0.105471,NA,left
63623347,2009,786,550,9316,0,5118.2,1.05,0.04833,0.072063158,left
63632175,2009,7311,2927,191219,1,1309.728438,0.7403125,-0.062598938,NA,right
63640420,2009,3461,1200,23362,0,498.1321875,3.41125,-0.073403719,NA,right
63747308,2009,6321,6791,191592,0,607.99,0.8,-0.154896,NA,left
63763497,2009,196,112,14669,0,1902.34,1.14,0.060595,NA,left
63771483,2009,1283,1325,12541,0,20.87,1.34,-0.117268,NA,left
63850311,2009,137,1862,12019,0,1713.48,1.03,-0.064178,-0.065623077,left
64001425,2009,21397,3628,19511,0,1.65,1.84,0.103561,NA,left
64009474,2009,19123,19970,146019,0,1473.11,0.84,-0.026063,-0.025277778,left
64033924,2009,15951,3402,53452,0,120.6,0.78,0.105789,NA,left
64035970,2009,6296,6025,210670,0,655.18,1.68,-0.000892,NA,left
64065522,2009,334,1935,2835,0,7397.98,1.19,0.130047,NA,left
64168570,2009,3578,4099,32517,2,1223.513438,1.3965625,-0.001395094,NA,right
