"","user_id","created_at","followers_count","following_count","tweets_count","sensitive_tweets_count","retweets_average","mentions_average","sentiment_average","retweeted_sentiment_average","user_coef","poli_affil","poli_rating"
"1684",21690687,2009,3194,3048,283493,0,1175.43,0.68,-0.100458,NA,0.201601789967239,"left",1.07692307692308
"1685",21690812,2009,58767,64664,57548,0,1679.17,0.5,0.04452,NA,0.709415445055138,"left",1
"1686",21691327,2009,2836,4903,162403,0,641.55,1.28,0.017463,NA,0.597437935251633,"left",0.8125
"1687",21700326,2009,1375,1059,10683,0,1927.87,0.6,0.109717,NA,0.500324577038887,"left",1
"1688",21706872,2009,590,1279,84700,0,1802.57,1.42,-0.024028,NA,-0.155273144598275,"left",1.30769230769231
"1689",21718998,2009,3784,2416,141796,0,217.067116357504,3.41450252951096,0.0745966610455312,NA,0,"right",2
"1690",21732264,2009,1463,2670,13491,3,1636.78358725762,1.66308864265928,-0.0768210180055402,NA,-0.146559724587148,"right",1.4
"1691",21733692,2009,323297,1925,183681,0,178.86,0.49,0.078314,-0.106207142857143,0.671698885960157,"left",1.02777777777778
"1692",21757965,2009,22554,5192,10835,0,106.68,0.42,-0.054481,-0.0448470588235294,0.0625405721298608,"left",1.28571428571429
"1693",21764186,2009,15596,1275,117784,0,447.82,0.85,0.131909,0.143669387755102,2.42511521516359,"left",0.272727272727273
"1694",21786618,2009,397088,1431,31520,0,43.7,1.33,0.339074,NA,-0.354337519149353,"left",1.5
"1695",21789463,2009,200348,1153,6839,0,117.93,1.09,0.302009,NA,0.557907300566284,"left",0.666666666666667
"1696",21802627,2009,1379,5227,7184,25,1552.92,1.19,0.047829,NA,0.500324577038887,"left",1
"1697",21811427,2009,148,2497,3503,0,178.18,0.43,-0.083123,NA,0.500324577038887,"left",0.96551724137931
"1698",21821061,2009,1756,1058,16673,1,827.736380713838,0.961177207263619,0.0863183782091421,NA,1.78687348942459,"right",0.666666666666667
"1699",21825889,2009,919,1633,48151,0,2087.93,1.25,0.008902,NA,0.221640948597453,"left",1.28571428571429
"1700",21826264,2009,6228,1288,14061,0,1772.31,0.89,0.107432,NA,2.50162288519443,"left",0.125
"1701",21836946,2009,245,730,44561,0,259.28,0.09,0.022607,NA,0,"left",0.962264150943396
"1702",21855984,2009,118,388,7094,0,1111.47912167027,1.48740100791937,0.0484300935925126,NA,1.71495731330125,"right",0.833333333333333
"1703",21884690,2009,2118,193,46543,0,406.664375,1.0171875,-0.10799009375,NA,-0.332058608557445,"right",1.375
"1704",21889904,2009,319,853,13136,0,833.76,1.17,-0.134806,NA,2.33484802618147,"left",0.642857142857143
"1705",21892682,2009,368,205,74335,0,627.74,1.41,0.014101,NA,0.570983825436675,"left",0.933333333333333
"1706",21901503,2009,5001,5499,32366,0,13.3860581431697,0.869334166927165,-0.0801045951859956,NA,2.50162288519443,"right",1
"1707",21902419,2009,184,605,18451,0,2710.84172895678,1.04582385440364,-0.0736484887877803,NA,0.322169212550434,"right",1.05882352941176
"1708",21910218,2009,695,374,23345,0,224.88,1.66,0.02434,NA,2.49121391341138,"left",0.25
"1709",21919092,2009,268,1109,3708,0,705.356245869134,1.18770654329147,0.021955353602115,NA,0,"right",2
"1710",21922374,2009,1166,1950,68290,0,211.38,1.25,-0.020502,-0.493128571428571,0.735771436821892,"left",1
"1711",21925777,2009,548,1185,40768,3,92.53,1.47,-0.100996,0.07485,0.893436744712297,"left",1
"1712",21926783,2009,225,590,21061,1,114.034374014506,0.458215074109114,-0.0600672027751498,NA,2.50162288519443,"right",1.04166666666667
"1713",21933240,2009,410,123,2579,0,158.14,1.5,0.06755,-0.07488,-0.690405754130205,"left",1.14285714285714
"1714",21934431,2009,4226,298,55551,0,773.375888817065,0.690045248868778,-0.0639050420168067,NA,0.909681049161612,"right",1.28571428571429
"1715",21942479,2009,2494,67,14256,0,1279.69,0.78,-0.017221,NA,2.50162288519443,"left",0.739130434782609
"1716",21951034,2009,13321,7472,260664,0,733.26,1.41,0.003615,NA,-2.23802126961807,"left",1.71929824561404
"1717",21959034,2009,43066,567,16715,0,258.66,0.87,0.13875,NA,1.66198978974934,"left",0.9
"1718",21961213,2009,630,1773,33651,0,191.29,0.53,-0.109143,NA,-1.25767425685247,"left",1.36363636363636
"1719",21965848,2009,1358,4921,33511,0,3051.98,1.32,0.012856,NA,-1.12157846979965,"left",1.77777777777778
"1720",21977210,2009,577,1218,37381,0,3255.72,1.42,0.182645,NA,1.65756166363169,"left",0.777777777777778
"1721",21979506,2009,5681,6250,12283,0,1614.95,1.09,0.113288,NA,1.72838015584927,"left",0.4
"1722",21988087,2009,108,724,2207,0,1082.25,0.69,0.020786,NA,2.0614546356001,"left",0.578947368421053
"1723",21990241,2009,9278,1074,28612,0,7.88,1.25,0.165404,0.261577142857143,0,"left",1
"1724",22000141,2009,13280,5061,46786,0,122.88,1.82,0.098221,NA,0.277958098354937,"left",1
"1725",22005666,2009,3706,811,75151,0,3276.14,0.91,0.029383,NA,0.941409690600624,"left",0.307692307692308
"1726",22007328,2009,1661,1872,121963,23,2168.44,1.13,0.11999,NA,0.498968490453474,"left",1.2
"1727",22008787,2009,46511,1601,68239,0,750.7159375,0.9671875,0.09881828125,NA,1.96556083836705,"right",0.2
"1728",22011063,2009,408,1673,6337,0,2257.19,0.78,0.107615,NA,1.07067135098043,"left",1.2
"1729",22022808,2009,78,240,24284,0,36.13,0.11,0.021252,NA,0.0647053465930852,"left",1.3125
"1730",22023222,2009,565,576,13666,0,581.53,0.87,0.00392299999999999,NA,0.201901862697874,"left",1.1
"1731",22046875,2009,15393,15721,223192,0,2511.55,2.7,0.012491,NA,0.216894086927014,"left",1.05
"1732",22052276,2009,9410,2602,37037,0,166.34,0.57,0.020872,NA,1.88283064968427,"left",0.461538461538462
"1733",22060530,2009,306,1031,39981,0,874.355584500163,1.18723542819928,-0.0638933897753175,NA,0.0229383454013944,"right",1.8
"1734",22064701,2009,527,53,902,0,1273.14,2.31,-0.011391,NA,2.50162288519443,"left",0.75
"1735",22065623,2009,40,78,1020,0,1611.79,1.36,0.065737,-0.0755923076923077,1.25081144259722,"left",0.75
"1736",22067034,2009,4274,4777,39935,0,1444.75,0.58,-0.08389,NA,0.318469363738444,"left",0.90625
"1737",22069309,2009,972,2033,50004,0,317.66,0.93,0.153473,NA,0.090968104916161,"left",0.673913043478261
"1738",22078562,2009,384,1245,38463,0,1076.69,1.16,0.011488,0.0530358974358974,1.62401811344878,"left",0.8
"1739",22090591,2009,625,1483,41982,0,224.79,0.98,0.000623000000000002,NA,-1.3174520820062,"left",1.03125
"1740",22094034,2009,58,620,6157,0,214.16,0.81,0.033799,NA,2.48395605690916,"left",0.6
"1741",22100248,2009,2400,3868,23842,1,387.27,0.65,0.040865,NA,2.32286974562276,"left",0.625
"1742",22103406,2009,789,1548,26700,2,2666.54767628205,1.13942307692308,0.0137169871794872,NA,2.19900721359833,"right",0.666666666666667
"1743",22105603,2009,22112,19714,60693,0,2122.26,0.77,-0.052738,-0.0830321428571429,1.87621716389582,"left",0.857142857142857
"1744",22106094,2009,690,996,95749,0,1727.77,1.19,0.022937,NA,1.74773439292966,"left",0.4
"1745",22108107,2009,2324,3635,89885,0,2159.08,1.25,-0.039649,NA,0.776365722991376,"left",1
"1746",22114889,2009,685,871,25205,0,7578.08,0.93,0.075461,NA,0.625405721298608,"left",0.888888888888889
"1747",22114936,2009,77,288,13887,0,3775.60238319222,1.02038256506742,-0.0511328002508623,NA,0,"right",2
"1748",22120119,2009,274,533,2458,0,0.02,0.37,-0.0104,NA,2.46964191080985,"left",0.5
"1749",22129280,2009,539712,1254,39204,0,75.46,0.54,0.032627,NA,0.208468573766203,"left",1
"1750",22132565,2009,314,1261,90735,0,2983.46,1.12,0.010148,NA,-1.2654680628792,"left",1.94117647058824
"1751",22132576,2009,796,785,25573,0,447.44,1.5,-0.103483,NA,1.26079734464923,"left",0.307692307692308
"1752",22145047,2009,544,656,11571,0,1884.82,0.99,0.047565,NA,0.166774859012962,"left",1
"1753",22149653,2009,390,637,10768,5,2695.39504424779,1.0846017699115,-0.00690403539823009,NA,-0.193417502168858,"right",1.8
"1754",22150874,2009,64101,19480,93403,0,11.22,1.59,0.046339,0.146967741935484,0.625405721298608,"left",1
"1755",22157060,2009,590,1907,30461,1,7.39,0.35,0.06482,NA,-0.309066780874312,"left",1.83333333333333
"1756",22157576,2009,3243,4438,45347,37,80.7,1.54,0.135486,NA,1.63104435705937,"left",0.8
"1757",22162517,2009,1340,923,5752,0,287.24,1.12,0.109905,NA,1.86549592295928,"left",0.6
"1758",22168259,2009,7323,7678,31395,0,569.64,1.09,-0.085722,NA,1.90913325449049,"left",0.818181818181818
"1759",22171033,2009,10887,4802,15443,0,396.325625,0.6665625,0.035931375,NA,2.50162288519443,"right",0.333333333333333
"1760",22179370,2009,2616,2683,158510,0,94.7061080908219,1.86120882635114,0.0349144867284938,NA,1.25036789244027,"right",1.22222222222222
"1761",22184949,2009,1764,1810,4500,0,1848.0860817942,0.844327176781003,0.00690003298153034,-0.017124839055794,0,"right",2
"1762",22194895,2009,2218,3600,16310,0,784.966336633663,0.457755775577558,0.00614844884488449,NA,0.0862628581101527,"right",1.92857142857143
"1763",22214230,2009,1097,938,36273,0,2420.33,1.27,0.064938,NA,1.92027692611483,"left",0.764705882352941
"1764",22218699,2009,759,316,240337,0,286.2,0.43,-0.00664,NA,2.0601600231013,"left",0.692307692307692
"1765",22222414,2009,1500,4035,245396,0,2482.14,1.1,0.004451,NA,-1.35887071586635,"left",1.6
"1766",22228081,2009,198,629,9372,0,209.51,1.51,-0.022425,NA,-0.156584442888474,"left",1.16666666666667
"1767",22228174,2009,26660,29219,285310,37,2296.7,1.15,-0.040643,NA,0.0349530894350285,"left",0.952380952380952
"1768",22229462,2009,2058,3139,49331,1,2628.36,1.07,-0.082218,NA,0.724153993082599,"left",1
"1769",22238986,2009,5718,4303,95706,0,1578.34,1.25,0.126239,NA,0.9110442407923,"left",0.875
"1770",22251582,2009,1191,1846,8379,0,2711.82,1.07,-0.093681,NA,0,"left",1
"1771",22255182,2009,494,1659,23184,0,509.44,1.06,-0.012915,NA,0.659570286588983,"left",1.2
"1772",22259215,2009,100,135,28359,1,5478.59449192783,1.54162709718265,-0.000783570750237417,NA,0.216588997137683,"right",1.66666666666667
"1773",22260999,2009,27752,1986,95152,0,127.76,0.64,0.098138,NA,1.66565867961567,"left",1.09090909090909
"1774",22261559,2009,44,983,10339,0,5466.66,1.13,-0.00129,NA,0.441462862093135,"left",1
"1775",22261578,2009,11,139,2106,0,957.89,0.73,0.104095,0.250942857142857,1.87621716389582,"left",0.888888888888889
"1776",22264512,2009,344,800,22904,0,40.66,1.33,0.039112,-0.176766666666667,1.28288353086894,"left",0.307692307692308
"1777",22268977,2009,340,822,40551,0,888.849957374254,1.02813299232737,-0.0116166666666667,NA,-0.846583210352326,"right",1.82
"1778",22275607,2009,368,864,5802,0,2709.6302134647,0.720197044334975,-0.0229845320197044,NA,0,"right",2
"1779",22287842,2009,1272,1543,119246,1,2090.959863688,1.36690647482014,-0.00749299507762211,NA,1.00397763010724,"right",1.5
"1780",22319115,2009,2448,4780,7090,0,1121.02,1.38,0.254095,NA,0,"left",1
"1781",22319268,2009,1371,1957,36115,0,1450.6,1.16,-0.043976,NA,0.234193461795575,"left",1.33333333333333
"1782",22326684,2009,766,3347,7426,0,1786.02471116816,0.648587933247754,-0.0899718228498074,NA,0,"right",2
"1783",22361385,2009,614,855,94374,0,1097.42,1.16,0.031756,NA,2.17933457649576,"left",0.428571428571428
"1784",22368104,2009,229,272,39554,0,1315.04,0.62,-0.053187,NA,1.42383117518555,"left",0.833333333333333
"1785",22368831,2009,1085,2252,46266,1,669.23625,1.4178125,0.02084471875,NA,1.33807735719702,"right",1
"1786",22375126,2009,2529,3642,44163,0,1011.1703539823,1.38432364096081,-0.000948103666245262,NA,-0.196979977182737,"right",1.8125
"1787",22376347,2009,262,749,17889,0,1486.96,1.13,-0.089516,NA,2.33606982002039,"left",0.5
"1788",22385765,2009,1159,4128,9883,0,3.8,0.77,-0.001275,NA,0.357374697884919,"left",1.04761904761905
"1789",22396075,2009,621,1155,26406,0,1499.75404075896,0.952565003513703,0.0101284609978918,NA,2.45159042749054,"right",0.4
"1790",22401823,2009,3055,3804,102827,0,2091.9021875,1.506875,0.10382084375,NA,-0.244806990086879,"right",1.95
"1791",22402658,2009,60471,56064,35028,0,165.45,0.19,0.192489,NA,2.34229333238741,"left",0.222222222222222
"1792",22411283,2009,62,120,7095,0,916.523713011755,0.811917308471828,-0.0255408998783948,NA,0.480945040414641,"right",1.5
"1793",22412777,2009,1055,3173,34260,0,701.084375,1.126875,0.0282448125,NA,2.02054156111858,"right",0.56
"1794",22422679,2009,1748,1754,25533,0,74.03,1.33,0.105076,NA,1.63982813540697,"left",0.833333333333333
"1795",22429979,2009,254613,6854,361236,0,265,0.83,0.063953,NA,-0.115022478581282,"left",1.13636363636364
"1796",22431925,2009,676,1426,40848,0,589.14,1.3,0.186803,NA,2.5004367197676,"left",0.571428571428571
"1797",22433599,2009,256,1283,31468,0,2108.71,0.88,0.052344,NA,-1.00338834409738,"left",1.41176470588235
"1798",22448496,2009,211,938,5954,0,10319.99,1.1,-0.022095,NA,0.577297588891023,"left",1
"1799",22451566,2009,4623,501,143501,0,812.76,1.01,-0.055655,-0.0656079365079365,0,"left",0.857142857142857
"1800",22452197,2009,1253,2587,7778,0,3686.47,0.99,0.111316,NA,-0.528440799667873,"left",1.2258064516129
"1801",22456513,2009,67982,25565,256754,1,55.3278125,0.7984375,0.006825625,NA,0.625405721298608,"right",1.125
"1802",22458771,2009,310,552,65851,0,2527.54,0.87,-0.094465,-0.0451525,0.389143256833159,"left",1.23076923076923
"1803",22460046,2009,1075,565,228787,0,956.66,0.99,0.074515,0.00637924528301887,2.21081123315834,"left",0.166666666666667
"1804",22462270,2009,9141,5730,1230,0,774.57,0.77,-0.207351,NA,0,"left",1
"1805",22463304,2009,2192,2870,102866,0,0.74,0.16,-0.068595,0.311033333333333,0,"left",1
"1806",22485748,2009,88022,1161,8908,0,402.89,1.03,-0.055156,NA,0.250162288519443,"left",1
"1807",22490830,2009,199,686,11547,40,3599.01,1.03,0.150502,NA,1.87163225965805,"left",0.4
"1808",22492302,2009,1444,5001,21972,0,732.221875,1.023125,0.0163475625,NA,0.208163348914422,"right",1.5
"1809",22508129,2009,952,2105,27962,0,1597.75,0.53,0.123882,NA,2.22005091854736,"left",0.666666666666667
"1810",22526677,2009,30669,25524,21872,0,889.02,0.66,0.020603,NA,0.74006343687002,"left",0.833333333333333
"1811",22527832,2009,2291,4564,53026,0,182.4,1.43,-0.043636,NA,2.12888824327435,"left",0.833333333333333
"1812",22530109,2009,95,697,2159,0,3257.92208462332,0.928792569659443,-0.026287306501548,NA,-0.11513558049695,"right",1.6
"1813",22547309,2009,176,861,14765,0,0,1.45,0.205877,NA,-0.656961146750149,"left",1.4
"1814",22548337,2009,45,191,3279,0,2143.81557115507,1.05807275047862,-0.0498783024888322,-0.0507710326086957,1.97496543567982,"right",0.6
"1815",22548775,2009,960,1635,14045,0,290.14,0.91,-0.010502,-0.21965,-0.286417692652696,"left",1.84615384615385
"1816",22583180,2009,406,1896,16787,0,4445.79,1.23,0.104281,NA,0.625405721298608,"left",1
"1817",22586896,2009,1426,1991,83641,0,2213.14,1.31,0.038525,NA,0.0911485971878201,"left",1.22222222222222
"1818",22589535,2009,1510,2464,7926,0,9.71,1.13,0.010318,NA,1.66774859012962,"left",0.714285714285714
"1819",22602347,2009,359,1413,3257,0,732.43,0.5,-0.013843,NA,2.24185265671763,"left",0.666666666666667
"1820",22645697,2009,9242,8748,122149,0,10147.28,1.24,0.197493,0.179064516129032,1.15634719384006,"left",0.833333333333333
"1821",22648912,2009,9962,10953,109983,0,320.03,1.35,0.038687,NA,-1.45159985351163,"left",1.6
"1822",22661036,2009,313,1922,11453,0,385.066875,0.188125,-0.184774375,NA,2.50162288519443,"right",0.235294117647059
"1823",22661707,2009,1363,944,9088,0,276.22,1.06,0.078398,NA,0.500324577038887,"left",1
"1824",22669526,2009,44332,2913,10725,0,158.42,0.69,0.363697,0.25685625,1.25081144259722,"left",1
"1825",22677427,2009,237788,3040,30616,0,3.86,1.03,0.099572,NA,1.10628116178356,"left",0.709677419354839
"1826",22678323,2009,905,4645,6884,0,140.72,1.85,0.077948,NA,1.52140245668343,"left",0.777777777777778
"1827",22681885,2009,6732,6580,181720,0,286.44,1.32,-0.100207,NA,2.0067963804307,"left",0.7
"1828",22682758,2009,1167,622,18209,0,99.11,0.48,-0.001352,-0.0551666666666667,2.50162288519443,"left",1
"1829",22688529,2009,14407,15438,268722,0,1928.31,1.15,0.056226,0.0500569620253165,0.279978893930529,"left",0.90625
"1830",22692905,2009,362,1607,7863,0,53.89,0.4,-0.015861,NA,0.357374697884919,"left",1
"1831",22695433,2009,5080,5437,32192,0,1636.15,0.72,-0.066777,NA,2.2236647868395,"left",0.714285714285714
"1832",22704969,2009,4838,3931,82322,0,741.66,1.12,-0.024039,-0.0310510416666667,0.561078275679323,"left",1.11111111111111
"1833",22707958,2009,2474,3069,78928,0,1598.878125,1.5165625,0.000708156249999999,NA,0.0002781641458702,"right",1.32
"1834",22709198,2009,4568,4494,50271,0,42.42,1.04,-0.013736,NA,0.826041660790358,"left",0.384615384615385
"1835",22716237,2009,4339,4943,156154,0,1489.89,1.39,0.039513,NA,1.9415580601509,"left",0.75
"1836",22719588,2009,125,258,2014,0,1164.53769950468,1.23885525591635,-0.0123034122179417,NA,1.35711328996948,"right",0.25
"1837",22726075,2009,336,1128,31702,2,1534.36948888022,1.09207959422552,-0.0697181428014046,NA,0.789265604265785,"right",1.33333333333333
"1838",22730012,2009,59,145,1539,0,702.83,0.78,0.011803,0.5069,0,"left",1
"1839",22741110,2009,1628,3959,90582,0,690.17,0.83,0.029431,NA,0.283288186316927,"left",1.2
"1840",22752358,2009,25,400,9794,1394,146.431850789096,0.450502152080344,-0.0582748923959828,NA,0,"left",1
"1841",22756929,2009,390,35,15204,0,211.11,2.52,-0.099427,NA,0.243919905055062,"left",1.11111111111111
"1842",22772338,2009,1130,957,73583,0,239.97,0.77,0.000824000000000002,NA,-0.219159269856777,"left",1.4
"1843",22788182,2009,1184,1199,17951,0,144.96,1.05,-0.071554,0.00590476190476191,2.29780351589261,"left",0.166666666666667
"1844",22789966,2009,3205,3671,15079,0,0.01,0.04,0.164321,NA,-0.152272697359661,"left",0.222222222222222
"1845",22790755,2009,1995,4969,44630,0,1690.67,0.67,0.087759,0.0440666666666667,0.303227016387204,"left",1.08333333333333
"1846",22794611,2009,4584,3914,386551,0,145.35,1.04,0.083804,NA,2.30692279459531,"left",0.2
"1847",22798345,2009,265,380,7608,0,4250.31,1.1,-0.004976,NA,1.30035043793509,"left",0.833333333333333
"1848",22799791,2009,200,1165,5644,0,1187.09,1.17,-0.02062,NA,0.830637519538116,"left",0.941176470588235
"1849",22812925,2009,714,2959,5310,0,293.43,1.48,0.092827,0.1862,0,"left",1
"1850",22819351,2009,6947,6534,515952,0,1165.03,1.37,0.094351,NA,1.97455929740275,"left",0.666666666666667
"1851",22839624,2009,4050,4491,131277,28,606.79,1.52,-0.007103,NA,-0.200845244060473,"left",0.96
"1852",22843167,2009,59871,1569,50212,0,935.31,0.92,0.00879,NA,0.784296038166059,"left",0.875
"1853",22848223,2009,1908,2992,251654,0,209.47,1,0.132588,NA,0.756936096877013,"left",0.846153846153846
"1854",22849350,2009,10919,10816,26562,0,839.88,1.52,0.045845,NA,-0.679712660683081,"left",1.4
"1855",22869663,2009,2914,2811,2952,0,1068.06629834254,2.11049723756906,-0.0257674033149171,NA,-0.204470546324111,"right",1.71
"1856",22872255,2009,894,455,66528,0,123.16,0.19,0.028943,NA,-0.69666944651514,"left",1.14285714285714
"1857",22873554,2009,3951,1634,47916,0,192.47,0.71,0.199678,0.147904761904762,0.500324577038887,"left",1
"1858",22875347,2009,3429,3285,23778,0,1001.73375,1.0390625,0.0970374375,NA,1.49846134084458,"right",1.4
"1859",22882282,2009,3782,4222,6504,0,1.53,1.68,0.064454,-0.0414,-0.681780321528342,"left",1.4
"1860",22884588,2009,598,1049,11438,0,0.06,1.51,0.138102,NA,2.50162288519443,"left",0.117647058823529
"1861",22891967,2009,72,20,26832,0,1147.1,0.48,0.282516,0.112747368421053,1.68833230344398,"left",0.3
"1862",22926683,2009,2476,4819,3315,1,2513.87698799091,1.16975008114249,-0.0677152872444012,NA,2.40015846048025,"right",1.57142857142857
"1863",22934300,2009,3052,1521,216168,0,652.76,1.05,0.023121,NA,0.220489904149701,"left",1.1
"1864",22938248,2009,47,419,3616,0,1075.47,0.26,-0.105624,NA,2.50162288519443,"left",0.230769230769231
"1865",22939613,2009,986,1059,18496,0,2126.3,1.07,0.14126,NA,2.30306663588665,"left",0.166666666666667
"1866",22947304,2009,419,769,12269,0,339.1090625,0.9553125,0.048964625,NA,0.123962683953375,"right",1.85714285714286
"1867",22952649,2009,2156,3273,39522,0,3822.14387788243,1.07599870087691,-0.0262831763559597,NA,-0.0530369598259667,"right",1.66666666666667
"1868",22953032,2009,14255,7099,30841,1,2077.69826224329,0.872353870458136,-0.0515851500789889,NA,2.29878859720569,"right",0.571428571428571
"1869",22956118,2009,1898,4182,80708,0,2256.3,1.33,-0.014214,-0.0107550561797753,0.727344098778998,"left",1
"1870",22983859,2009,1661,3235,67937,1,833.2440625,1.1340625,-0.0113068125,-0.0570182557280118,-0.0389608383086869,"right",1.58333333333333
"1871",22992546,2009,440,459,16736,0,65.43,0.96,0.037878,NA,0.277958098354937,"left",1
"1872",22998798,2009,392,1347,29996,0,624.1221875,0.193125,-0.1491173125,NA,0.503220811927679,"right",1.08771929824561
"1873",22998886,2009,69,501,7659,0,394.296682464455,1.46571879936809,-0.146819684044234,NA,0,"right",2
"1874",23005580,2009,77,555,15316,0,32.94,0.23,0.002263,NA,2.50162288519443,"left",0.909090909090909
"1875",23021812,2009,356,1337,4859,0,75.63,1.3,0.095941,NA,1.25081144259722,"left",1
"1876",23024501,2009,1161,1973,27520,0,2752.70527337431,1.12067292138467,-0.0339997411840828,NA,-0.250839192811606,"right",1.72727272727273
"1877",23033142,2009,482,1496,9003,0,2020.68,1.02,0.172137,0.306503225806452,-0.215125044916938,"left",1.125
"1878",23039417,2009,232,662,3924,2,2218.53551711446,1.30364372469636,0.0495977916820022,NA,0.468832515895481,"right",1.5
"1879",23040306,2009,1368,1303,67897,0,1028.79,0.73,-0.021859,NA,0.909681049161612,"left",1
"1880",23042738,2009,1141,1649,18698,0,33.88,1.11,-0.053288,NA,2.28956002567364,"left",0.666666666666667
"1881",23054053,2009,5224,5066,147453,0,207.59,1.11,0.046813,NA,0.320849656900194,"left",1.2
"1882",23059262,2009,3425,3114,81350,1,7.93,1.4,0.092931,NA,0.677739718318972,"left",0.789473684210526
"1883",23070382,2009,33,154,2548,0,106.34,1,-0.03749,NA,-2.417044206695,"left",1.90909090909091
"1884",23091853,2009,1296,1668,61820,2,862.426875,1.4003125,0.00203625,NA,0.416623660955313,"right",1.625
"1885",23110680,2009,12436,12609,68376,0,135.72,1.27,0.033851,NA,1.34233423107994,"left",0.823529411764706
"1886",23116696,2009,5286,5805,62429,0,17.76625,1.945625,-0.0369815,NA,1.89011506881357,"right",0.857142857142857
"1887",23121291,2009,1501,2105,10675,0,4.31,0.74,-0.068623,NA,-0.0071679738830784,"left",0.25
"1888",23150190,2009,820,1681,9810,0,765.13877700476,1.42255584035152,0.113449981691688,NA,2.1809020024772,"right",0.6
"1889",23154803,2009,2717,4785,86932,0,1394.711875,1.08125,0.0248386875,NA,0,"right",2
"1890",23169306,2009,913,3267,40671,0,343.06,0.91,0.12209,NA,0,"left",1
"1891",23202716,2009,224,771,15631,0,21.97,1.13,0.005936,0.546066666666667,0,"left",1
"1892",23203347,2009,1115,1163,42576,1,298.29,0.54,-0.021543,NA,1.76585144837254,"left",0.909090909090909
"1893",23233038,2009,5230,1648,57592,0,2413.23,1.39,0.101098,0.0742865853658537,2.13469271410403,"left",0.6
"1894",23249874,2009,2404,2662,80227,0,2013.36,1.07,0.009237,NA,-1.52145485415334,"left",1.12676056338028
"1895",23254225,2009,899,1680,95479,0,198.76875,1.310625,0.21421659375,NA,0,"right",2
"1896",23276169,2009,907,1402,40240,0,325.5,2.03,0.008785,NA,-1.77476808467843,"left",1.5625
"1897",23310272,2009,1757,947,8585,0,449.53,0.8,-0.005664,NA,1.25081144259722,"left",0.857142857142857
"1898",23321618,2009,845,1027,39571,0,451.13,1.12,0.167664,NA,0.221888793263478,"left",1.11111111111111
"1899",23334023,2009,331,5000,26287,0,3928.37,0.91,-0.131473,NA,1.68714101559625,"left",0.74468085106383
"1900",23343576,2009,1797,2038,27578,0,1216.9,0.95,0.071022,NA,2.50162288519443,"left",1
"1901",23355352,2009,81,541,13123,0,1060.280625,0.4740625,-0.104746125,NA,1.40716287292187,"right",1.14285714285714
"1902",23374474,2009,4863,4970,56118,0,226.96,1.2,0.095157,0.0913777777777778,2.50162288519443,"left",1
"1903",23376461,2009,536,2708,44864,0,227.1,1.05,0.168959,0.0635803571428571,0.147154287364378,"left",1
"1904",23377569,2009,652836,4499,169125,0,409.37,1.21,0.129678,NA,2.2475989501566,"left",0.666666666666667
"1905",23383864,2009,137,2086,10072,2,1356.39590551181,1.26425196850394,0.0336550236220472,NA,-0.158677947204672,"right",1.71428571428571
"1906",23386216,2009,25422,22765,74412,0,652.93,0.99,0.231877,NA,1.27072305745766,"left",0.833333333333333
"1907",23398742,2009,1775,4977,15230,0,1168.12,0.75,-0.087495,-0.0423339622641509,0.163072937832502,"left",1.28571428571429
"1908",23403718,2009,4461,860,27091,0,135.75,1.14,0.076964,NA,-0.0243162165571182,"left",1.33333333333333
"1909",23406733,2009,1245,589,16668,0,2239.05684344236,1.05239758653541,-0.0824133375674817,NA,0.555408973902657,"right",1.5
"1910",23408190,2009,351,1639,14493,0,718.6,1.05,-0.1295,NA,0.530647278677607,"left",1
"1911",23430138,2009,1110,2222,21320,0,657.95,0.99,-0.099056,NA,-0.0023195390683302,"left",1.2
"1912",23438841,2009,2991,4378,21484,0,1295.11,0.5,0.297198,NA,1.87621716389582,"left",0.740740740740741
"1913",23453171,2009,943,2451,7592,0,1840.47,0.9,-0.007344,NA,2.13966646041355,"left",0.166666666666667
"1914",23457538,2009,11233,11768,97298,0,116.3,1.16,0.01585,NA,0.701894190809949,"left",1
"1915",23457545,2009,564,1788,671,0,864.5,0.89,0.131475,NA,2.12642811580948,"left",0.666666666666667
"1916",23468661,2009,16644,18377,74278,0,439.048669695003,1.14503569110967,-0.0238676508760545,NA,2.00129830815555,"right",0.642857142857143
"1917",23485783,2009,243,406,6962,1,1617.32118671396,1.4434053531119,0.0754248306997743,NA,-0.85385181804308,"right",1.54545454545455
"1918",23485950,2009,439,1008,24924,0,0,1.39,0.195008,NA,2.50162288519443,"left",0.857142857142857
"1919",23486744,2009,5957,4996,156138,0,262.98,0.73,0.055466,NA,0.914567031359257,"left",0.826086956521739
"1920",23498543,2009,8203,1271,14058,0,42.3,0.91,-0.105454,NA,0,"left",2
"1921",23526973,2009,248,244,11763,1,2290.29298718813,1.10451786918409,-0.0515911328388402,NA,1.51884246601091,"right",1
"1922",23527391,2009,161,673,5324,0,727.38,1.08,0.097427,NA,1.25081144259722,"left",0.888888888888889
"1923",23545095,2009,36890,7383,108298,0,84.54,1.43,0.074282,0.1197775,1.69628851008948,"left",0.8
"1924",23553691,2009,4615,4207,6563,0,2071.99713158838,0.803513804230907,-0.110707063463607,NA,0,"right",2
"1925",23553743,2009,5120,1914,20777,0,661.23,0.54,0.116617,0.0507,0.364361495497527,"left",1.07142857142857
