userid,coef,affiliation
14101483,0.5696086592446664,cons
14110272,1.9552221512375183,cons
14129001,2.4700279836112267,cons
14129929,0.06601831189491633,cons
14130785,0.22011427810492873,cons
14133760,0.39191110673298135,cons
14137084,-0.973257654428701,cons
14147388,1.6198788171589906,cons
14170924,0.7144321446267915,cons
14188253,0.08773323439056264,cons
14189931,1.4657470646476891,cons
14196618,0.30664356516358054,cons
14204848,-0.10560689716152513,cons
14211035,-0.05962486971822466,cons
14215610,2.4700279836112267,cons
14268323,1.362216266413098,cons
14275755,0.0,cons
14277875,0.5618518589330259,cons
14287791,1.2178610196972022,cons
14288037,0.6688132151469568,cons
14308180,1.6644553079010906,cons
14308889,2.4700279836112267,cons
14313750,1.4839747557598222,cons
14313809,0.27750546519680447,cons
14329596,0.9671367391359714,cons
14335189,-0.24097833986451012,cons
14335435,1.607787243925418,cons
14346664,2.236843523619957,cons
14347972,1.3560627687090465,cons
14355546,-1.5226199898973316,cons
14378429,0.5252059501994397,cons
14384795,1.7771133354865147,cons
14403857,1.2303547741963559,cons
14410652,0.0,cons
14411136,0.2560312694414256,cons
14413370,2.0227338247920175,cons
14415941,1.1284465906214414,cons
14417082,0.9330430444300291,cons
14423929,0.1657614649768596,cons
14427115,0.0,cons
14432658,2.4700279836112267,cons
14453481,1.540801874515221,cons
14454492,0.06438168177833777,cons
14465607,2.163464226780046,cons
14471533,0.0,cons
14478640,0.7944303889827011,cons
14535637,-0.1712793127321654,cons
14545753,0.569478673999255,cons
14548611,1.0822737454692302,cons
14557726,1.18927273284985,cons
14568750,1.7894122520340066,cons
14574475,0.5093746597313819,cons
14575130,1.983413991827469,cons
14584094,2.396295804995966,cons
14590726,1.2087370983629409,cons
14592739,0.0,cons
14597559,0.1442164607872845,cons
14617549,2.4004497305517556,cons
14617868,0.6851131214276672,cons
14640904,-0.15524827747951636,cons
14662354,0.0,cons
14666643,2.4700279836112267,cons
14669951,1.3701863721153578,cons
14684162,0.11436200853992315,cons
14731039,0.79055835160944,cons
14745988,0.22350263047560764,cons
14748417,1.0982307407067575,cons
14753886,1.003709346546182,cons
14757369,0.0,cons
14784064,1.3440336722416824,cons
14799199,0.12498267533265202,cons
14799234,-0.2571768266689034,cons
14800131,1.3018920058023074,cons
14802567,2.4700279836112267,cons
14813135,-0.26432033772961466,cons
14813141,2.419394611398163,cons
14828860,1.1600598279705387,cons
14831775,0.0,cons
14861314,-0.3221775630797252,cons
14874078,1.303512845826683,cons
14881016,0.7496159032750437,cons
14889619,0.4846028547641353,cons
14904902,1.6265650515870715,cons
14907290,1.9829802121949287,cons
14909049,1.9809837056508979,cons
14909735,0.0,cons
14913540,0.35723545217517744,cons
14933918,2.4379496981097826,cons
14936746,-0.7717845947507143,cons
14945261,-0.015970008514727758,cons
14962752,0.024810548942523533,cons
14963762,-0.9665326892391759,cons
14974901,0.0,cons
14992359,1.6973525630969457,cons
15011780,0.03637743716658656,cons
15012679,0.9188026798940312,cons
15029085,2.2923806507997786,cons
15036078,0.0,cons
15037964,-0.07707888743183972,cons
15040988,0.09005310356915931,cons
15050354,0.0,cons
15052671,2.4700279836112267,cons
15054499,1.980250680156219,cons
15058488,0.0,cons
15063486,0.7725771479976316,cons
15073292,2.2057291592437,cons
15077788,0.26178460127812003,cons
15083114,2.4700279836112267,cons
15100622,0.10719696560133701,cons
15107398,2.1234430293890982,cons
15110255,0.38149153087848076,cons
15111064,0.0,cons
15115172,1.1979105671590928,cons
15136857,1.434289157814089,cons
15146870,-0.7113547317909131,cons
15165894,-0.014644901499846609,cons
15197656,0.0,cons
15212187,0.5952738752605453,cons
15215142,2.4700279836112267,cons
15243274,1.1647506137160162,cons
15244807,-0.1993048832000683,cons
15252985,-0.2510043164494471,cons
15266657,0.6862354720823035,cons
15290571,0.939684558982532,cons
15291089,2.2907260297505307,cons
15302774,0.8380452087252377,cons
15328052,0.3261110199827429,cons
15335534,0.0,cons
15350736,-0.6752281083946035,cons
15363308,-1.2461978183808262,cons
15377154,0.0,cons
15400599,0.23484057759312865,cons
15410586,0.0,cons
15415753,0.5608095603388976,cons
15416367,1.6974641649486846,cons
15416505,2.4700279836112267,cons
15423718,2.4700279836112267,cons
15428943,0.0,cons
15440083,1.0962810767795312,cons
15444711,2.4700279836112267,cons
15454901,1.7848489881574277,cons
15455253,1.5938587950573437,cons
15467680,0.9584977379172543,cons
15477558,-0.14208125569445104,cons
15487216,-0.594636366424925,cons
15491906,0.6324950297839427,cons
15499428,1.0325526816735457,cons
15501036,2.1579356601270536,cons
15501889,0.09946421410515006,cons
15508119,1.4590260762381353,cons
15508377,0.5745561102128739,cons
15515833,-0.2002725392117211,cons
15518286,2.3852343345973774,cons
15530713,-1.0024171889746656,cons
15533636,0.23962958049959665,cons
15537855,0.5518552505756978,cons
15547518,0.0,cons
15549300,2.4700279836112267,cons
15561236,0.0,cons
15561456,0.6356634610748505,cons
15562963,0.4152322334239257,cons
15567188,1.8547185215016686,cons
15591819,0.0,cons
15593503,0.14877857553405055,cons
15594230,0.9865916371320704,cons
15600747,0.0,cons
15601388,1.993613090629833,cons
15602334,0.0,cons
15602743,-0.46868807143491303,cons
15605368,-0.8468667372381351,cons
15606388,-0.19580585470081727,cons
15614774,0.16521612355936385,cons
15625129,1.8438237060759863,cons
15636736,0.06285266184337888,cons
15646457,2.4700279836112267,cons
15649188,2.4700279836112267,cons
15651358,-0.3458583835927518,cons
15656004,0.6964676627300276,cons
15659178,0.653186199849031,cons
15676749,0.6564158874163267,cons
15684892,0.3771558553542962,cons
15693064,0.22078231012322386,cons
15696011,0.754386681052777,cons
15697005,-0.20472177249526266,cons
15700674,1.227816940571315,cons
15702490,1.5034164452376704,cons
15706216,0.0,cons
15707969,-0.1681215334324589,cons
15711601,-0.3001117967468097,cons
15711730,0.0,cons
15714051,-0.005700064577564323,cons
15719232,0.0,cons
15722163,0.0,cons
15723229,0.2830304769812214,cons
15724305,0.21157026889853134,cons
15725659,1.8590326789967608,cons
15729181,0.3958236428526496,cons
15730608,2.4700279836112267,cons
15730764,0.41824092180079236,cons
15757578,2.2091229460208353,cons
15764583,2.0850885575938927,cons
15765870,2.4700279836112267,cons
15771350,1.2472765420788605,cons
15772453,0.2092735522100007,cons
15774236,-0.2530505472900677,cons
15784509,2.1316679858562644,cons
15789961,1.0125431169428691,cons
15790098,0.0,cons
15790186,1.6544527060037462,cons
15790644,0.8096772228435142,cons
15793556,0.018531135530887685,cons
15793787,1.4493261079746904,cons
15809321,0.530182311232415,cons
15813079,-0.08063637802855189,cons
15813220,0.33871157919562705,cons
15815676,0.388684606558112,cons
15821659,0.26172481945549436,cons
15821824,0.3553306197263431,cons
15834607,0.7827553469190508,cons
15844857,2.1079783805861863,cons
15846143,2.0614519261717756,cons
15877693,2.130833999946305,cons
15878098,2.4700279836112267,cons
15881212,0.5212721393984733,cons
15908144,-0.021509677651186304,cons
15918108,1.37511457741226,cons
15918243,1.3045922448650846,cons
15932774,-0.04673025914940159,cons
15935028,-0.15841529683920105,cons
15948679,0.0,cons
15953119,-0.42321003878329794,cons
15956846,-0.6127828986663919,cons
15971841,1.3330309752822493,cons
15972765,0.44379918353582787,cons
15979927,0.0,cons
15981742,-0.2547578230006749,cons
15986949,2.4700279836112267,cons
15987283,0.4387387821058794,cons
15988710,2.4594572504431333,cons
15999349,-0.04387261072133619,cons
15999489,2.4700279836112267,cons
16004808,0.0,cons
16007465,0.5430159257048647,cons
16009327,0.5242728980531488,cons
16012232,0.10953288019003446,cons
16020483,1.2408356065818014,cons
16023602,0.8336680018258108,cons
16043205,1.159692931787092,cons
16046224,-0.8569484841100172,cons
16049790,1.8882064062806982,cons
16054501,1.2072143473540502,cons
16055997,0.4926371601662281,cons
16067067,-0.8136829419695896,cons
16068266,1.1655633272297476,cons
16072910,2.4700279836112267,cons
16073596,0.8845217695354822,cons
16080891,-0.45965755932233476,cons
16081493,-0.22056381215067508,cons
16081727,0.7209472540997236,cons
16082893,2.4700279836112267,cons
16083632,1.4904935306252687,cons
16085771,1.6466853224074844,cons
16088770,1.3171491424093726,cons
16095099,0.26464585538691715,cons
16106584,1.4143785515911294,cons
16109811,0.9809668175203569,cons
16113700,1.5641151414844732,cons
16126384,1.7380631692458863,cons
16129481,0.0,cons
16132457,2.1539580520590795,cons
16140739,-0.004318230740579059,cons
16150088,-0.06754770404161313,cons
16155881,0.010678538006965697,cons
16156157,-0.7824248175272981,cons
16159074,2.256754488748057,cons
16162664,0.0,cons
16162836,1.0224284984606922,cons
16163639,0.0,cons
16164636,1.8845398689774546,cons
16168407,0.0,cons
16177985,0.025894360384864087,cons
16178173,1.5085163598510645,cons
16179166,2.1869213894112236,cons
16179818,-0.6680502731475205,cons
16184610,0.045063224330421474,cons
16188111,2.3207771639032435,cons
16190478,2.456552221184593,cons
16193222,1.1636576278346225,cons
16207549,0.8611803110900437,cons
16208962,1.6218148763615847,cons
16213179,2.1514680704217137,cons
16214349,1.835684825111246,cons
16216510,-0.3126060371415279,cons
16222518,0.0,cons
16223534,1.611896195877749,cons
16225100,0.9870886806588284,cons
16250764,0.6659389171500857,cons
16252092,0.0,cons
16264803,-0.5347256236201643,cons
16266822,2.4700279836112267,cons
16267319,1.1413466063630717,cons
16285818,1.696825965370679,cons
16288459,-0.09387700475539262,cons
16289503,2.3262572708246956,cons
16290015,1.6862691041961262,cons
16305686,2.1018250543772554,cons
16306449,2.00606636700533,cons
16317079,0.8887350264244473,cons
16320885,1.2589884216016174,cons
16324130,0.6059653107668331,cons
16327447,0.19843776612521483,cons
16328360,-0.6801526331683089,cons
16343974,0.0,cons
16354592,0.3642190023680756,cons
16365371,0.0,cons
16367668,2.2172310964710675,cons
16370335,1.040742127926079,cons
16373185,2.2454799851011153,cons
16386126,-0.8656224194817722,cons
16389986,0.5940762371758977,cons
16392953,-0.9313476871030923,cons
16393731,2.2876769244184514,cons
16395830,2.149399351123231,cons
16404253,1.2274742238458725,cons
16411611,-1.0507021012454703,cons
16426454,-0.18554200815858976,cons
16439523,0.5817177219912364,cons
16450389,0.76725035818685,cons
16456148,-0.10058937489819475,cons
16460988,2.4700279836112267,cons
16467567,0.0,cons
16474075,1.7421015406172522,cons
16481548,-0.467491172039413,cons
16481756,0.28076723509003276,cons
16482012,1.172734504112276,cons
16485191,0.3586457493768057,cons
16494919,2.461237848438233,cons
16495811,-0.5811720092197619,cons
16497917,0.20198766696267267,cons
16501304,0.5802977050190222,cons
16505091,0.71506824461935,cons
16509357,0.7039311077296679,cons
16523905,1.151997759798291,cons
16532422,1.971812111916917,cons
16543080,1.4374994140428974,cons
16546064,1.3421505726009526,cons
16546189,2.4700279836112267,cons
16547438,1.326247213998884,cons
16547519,-0.7463690568174158,cons
16558089,-0.15574776806074345,cons
16573617,-0.30040880881758175,cons
16580203,1.1257432065224007,cons
16585101,0.28773949976769175,cons
16592046,0.4873968261975331,cons
16598023,1.6108878153986264,cons
16601559,2.207064199339057,cons
16612853,1.2507184410004029,cons
16626819,0.5825755576119047,cons
16640669,-0.3362948897874441,cons
16651575,2.126968541443001,cons
16655192,0.5287743190721982,cons
16668595,0.6381267374180147,cons
16672662,-0.08684689911352811,cons
16672909,0.8298623429101069,cons
16685866,0.5536269618438957,cons
16692057,1.5286931180621643,cons
16695183,-0.02284712420606482,cons
16701918,0.3862595200708914,cons
16702760,2.3555157915105673,cons
16704290,0.09798853152207092,cons
16710420,0.581272330398218,cons
16710610,-0.5602843492236587,cons
16716652,0.0,cons
16719995,0.11026910641121547,cons
16721461,1.3890181500758227,cons
16722642,-0.08402960015866306,cons
16746723,-0.5531727969859433,cons
16789155,1.2259319118176517,cons
16790256,0.1513111934508938,cons
16793287,2.4700279836112267,cons
16801780,0.14905341280412576,cons
16807505,1.2272813460608558,cons
16814605,1.821702708800147,cons
16814727,-0.27444755373458074,cons
16817222,0.0,cons
16838625,0.0,cons
16841186,0.37721015586823037,cons
16843089,2.4700279836112267,cons
16843169,-0.8182589347050346,cons
16843519,-0.24553254360897306,cons
16852215,0.7024927761104549,cons
16872627,0.19114113006691785,cons
16873644,0.8494295600476337,cons
16890518,0.6997246412496394,cons
16895164,1.4362382674562224,cons
16897555,0.0,cons
16898300,-0.09484384180698521,cons
16898357,-0.42161818270526796,cons
16906964,-0.49497613816963687,cons
16907134,0.6365730594183943,cons
16919767,2.3261769220656867,cons
16920355,2.367424499869282,cons
16931849,0.45845216362481106,cons
16934378,1.3001252736865216,cons
16948307,1.728699378880707,cons
16952507,0.44915155070614826,cons
16972533,0.0,cons
16978429,2.4700279836112267,cons
16980327,-1.2828316229970191,cons
16994452,2.4700279836112267,cons
16997504,-0.011400129155128745,cons
17000329,-0.6374360304169933,cons
17005121,1.7710003012927926,cons
17010607,1.785887423711918,cons
17011768,1.2697332606515543,cons
17019081,1.4390860712349376,cons
17032238,2.021824230293693,cons
17044189,-0.4133766799415641,cons
17047525,2.2517990714466225,cons
17069766,0.0,cons
17081631,2.4700279836112267,cons
17086860,0.0,cons
17095934,2.4700279836112267,cons
17097090,0.24694711693678514,cons
17100255,0.4559169162503956,cons
17117399,0.0,cons
17124876,0.43362344856680635,cons
17125133,1.2688499915811098,cons
17140206,0.09531530256493158,cons
17147215,0.08000963335003507,cons
17162143,2.4700279836112267,cons
17163752,1.033438483056623,cons
17202571,-0.04650731512101213,cons
17204454,-0.23192751019823726,cons
17222493,-0.08819937615059018,cons
17225303,2.2485144175134146,cons
17233536,-0.08404525452342387,cons
17235172,2.4700279836112267,cons
17257950,0.584094793719689,cons
17263188,-0.5458932683741073,cons
17266434,0.34882074577715805,cons
17292374,0.10308069530103899,cons
17307754,1.454572034793278,cons
17334232,0.8468667372381351,cons
17339015,0.20847857036899892,cons
17340656,2.255242941558077,cons
17348209,1.4999648311952207,cons
17349381,0.14801665819393123,cons
17351453,0.9363296263350276,cons
17355699,-0.312826763095881,cons
17367875,-0.030034116441118294,cons
17368164,1.978789925245969,cons
17380085,1.3834168950979377,cons
17387589,-0.3003715695949687,cons
17392695,0.0,cons
17398725,-0.3375760205942811,cons
17400135,0.3819343496103138,cons
17412394,0.8114101588674563,cons
17422976,2.309200116845481,cons
17424987,0.2186283476820209,cons
17434665,0.716653573706502,cons
17440962,2.255114940937067,cons
17454666,-1.4391896920637994,cons
17468666,-0.5427174712715317,cons
17477109,2.0089560933371313,cons
17486795,0.19832341474250725,cons
17494466,0.6328170867103144,cons
17501183,-0.2197654578341834,cons
17503478,0.0,cons
17503746,0.8979999084985213,cons
17522884,0.8071077354898657,cons
17527663,2.2661907228277762,cons
17528274,0.0,cons
17532114,-0.26478543653427306,cons
17548736,-0.26545006205359084,cons
17553359,0.9436061959863115,cons
17561522,0.0,cons
17561940,0.03119084934027639,cons
17566621,0.0,cons
17592536,1.220276354671895,cons
17594328,0.0,cons
17602514,1.3715997305207477,cons
17606369,0.0,cons
17612969,-2.4700279836112267,cons
17623661,0.45846191979436746,cons
17629760,0.05159541212450509,cons
17648540,0.0,cons
17648611,2.4700279836112267,cons
17666104,0.6509460029011536,cons
17680842,1.398219086549632,cons
17696277,0.0,cons
17711531,2.1775578446875428,cons
17714851,0.9701381095995856,cons
17718148,-0.3093040787878533,cons
17719672,0.062253996828320564,cons
17727106,0.0,cons
17735945,-0.9271876815357458,cons
17736126,0.0,cons
17740704,0.9510411433644094,cons
17744351,0.43666566138841334,cons
17751422,1.5183407311021955,cons
17757617,2.2964584496277354,cons
17760630,1.7991970662796828,cons
17762525,0.07484933283670385,cons
17766792,2.088148657197649,cons
17766879,0.047132316920428886,cons
17767459,0.0,cons
17778160,-0.30069454682058844,cons
17778921,-0.5243156877630956,cons
17780067,1.2578159613330964,cons
17790116,0.15702927043576528,cons
17800215,0.7453778514539603,cons
17808804,0.6704361669801903,cons
17812515,2.1036973865070308,cons
17816509,0.27403884553840113,cons
17817370,0.2637641665823666,cons
17824057,2.339994678891243,cons
17828043,-0.13892117186526226,cons
17828851,2.4331618943035966,cons
17830132,2.339790573452339,cons
17833758,-0.13288125228288247,cons
17835794,2.4014160951775816,cons
17848133,0.5383726960076992,cons
17851022,0.6948538680795443,cons
17851253,1.1296373713443837,cons
17858893,-0.31510645058414827,cons
17859153,-1.075943815744868,cons
17876489,2.1982247014389977,cons
17882112,0.35811987584399524,cons
17885483,0.4783002164796306,cons
17885630,0.8709449135645583,cons
17891957,0.5317239455706033,cons
17896573,0.356469006686099,cons
17903113,0.6896513776023426,cons
17908230,-0.16934719344091798,cons
17909913,-0.042672908881392496,cons
17914112,0.19143058225665782,cons
17923419,-0.24789996012156268,cons
17924186,0.9713593193976735,cons
17925437,0.6035943599465908,cons
17929460,1.3948863532043985,cons
17933809,2.134693058683875,cons
17934079,0.7090341456532926,cons
17953041,0.0,cons
17953140,1.0438525454182321,cons
17961649,0.0,cons
17968063,-0.8263015080995173,cons
17973424,2.4700279836112267,cons
17978579,0.0,cons
17982160,-0.08921773155089253,cons
17988455,-0.13210846589816932,cons
17991533,0.0,cons
17993620,1.346300966891394,cons
17995774,-0.9238139526660056,cons
17996546,0.5735905407438817,cons
17996880,0.0,cons
17997831,0.0,cons
18005085,0.6552395032905223,cons
18005415,2.4700279836112267,cons
18019121,1.864116204970678,cons
18020150,0.0,cons
18026638,1.5382466139043962,cons
18026733,0.2126258717104335,cons
18027349,0.3162319563792921,cons
18028698,2.2740366327377273,cons
18029328,1.9803118710862804,cons
18036686,0.03699228901428883,cons
18042071,1.60357021775139,cons
18058836,-0.24105164795037765,cons
18064109,0.3466280683576109,cons
18071266,1.2176194285407458,cons
18071459,0.0,cons
18079404,0.10241781302459015,cons
18080108,2.3409543826323076,cons
18081073,-0.5735278108623367,cons
18083068,0.0,cons
18083233,0.11977083227367635,cons
18089606,0.2438073867901883,cons
18090332,1.9587393922514686,cons
18090618,0.0,cons
18097978,1.0354090277245984,cons
18098616,2.330096780201383,cons
18110039,0.433906331677903,cons
18111483,0.24636619321070732,cons
18117002,0.2188941116061295,cons
18118155,2.0029617855770927,cons
18122032,0.0,cons
18125895,-0.12827042791056972,cons
18137781,0.16813309294383352,cons
18141243,0.0,cons
18143008,0.5511587185900219,cons
18146585,-0.9985219508215597,cons
18151585,0.10745652133707961,cons
18155174,2.4700279836112267,cons
18162971,2.1982067222568813,cons
18163893,0.0,cons
18166092,0.0,cons
18170845,1.9732313948171043,cons
18175562,-0.621036697563305,cons
18179169,-0.3467773277483742,cons
18198348,0.9566529724934006,cons
18205674,0.5426325458403187,cons
18210494,0.4392299431539481,cons
18215500,0.058412823936752005,cons
18216001,0.0,cons
18224811,1.2778548352363939,cons
18225323,0.4578261633275782,cons
18227438,0.0,cons
18232983,1.9524771561099536,cons
18238146,-0.9999767269291124,cons
18239840,-0.08562267313196409,cons
18244428,0.0,cons
18256040,0.0,cons
18266688,2.2364187796126873,cons
18268665,2.4700279836112267,cons
18269496,-1.4407324386183364,cons
18275107,0.0,cons
18284499,1.3127880140513388,cons
18287671,1.3087461704208738,cons
18296251,2.294008035316644,cons
18299467,1.8325718199982293,cons
18302779,0.7430692960585691,cons
18316116,-0.3604224506698015,cons
18319998,2.1526979996056177,cons
18323541,0.8819145389480878,cons
18326275,-0.015122620307823745,cons
18334609,2.4700279836112267,cons
18336239,2.0066145597287774,cons
18345594,0.021525298332123997,cons
18347636,0.0,cons
18354442,1.80245285290549,cons
18364588,2.4700279836112267,cons
18376183,-0.05730652045310136,cons
18378044,2.4700279836112267,cons
18380492,1.4729524672910985,cons
18381011,1.1564980048122386,cons
18388682,0.0,cons
18392095,2.4700279836112267,cons
18398165,0.721097976280493,cons
18399817,1.016539782814304,cons
18400781,1.2196126909480869,cons
18402557,0.36679179920089133,cons
18411221,0.09274539088103999,cons
18416448,0.8150211241998994,cons
18424276,0.6000991796373562,cons
18426969,-0.36705920664871844,cons
18440701,-0.23901972838157992,cons
18445433,0.6785638674078033,cons
18445644,1.9705470039096025,cons
18451147,0.0,cons
18453385,0.4028371818765091,cons
18455693,2.4700279836112267,cons
18458154,1.1726721192862701,cons
18460100,-0.18409341224133002,cons
18462848,1.116903526716267,cons
18466375,0.8762935334582792,cons
18469780,1.4468282863891488,cons
18475260,1.7283182081255082,cons
18478514,1.4798742627955739,cons
18482836,0.3528611405158896,cons
18486383,2.4700279836112267,cons
18491047,0.31948269721674477,cons
18496709,2.4700279836112267,cons
18498416,0.08892100741000414,cons
18501983,1.6024345742175248,cons
18512153,0.7524531997100589,cons
18533248,1.1482491822168783,cons
18536009,0.14002426210948002,cons
18543050,-0.4485992094128999,cons
18557659,0.061952405095241955,cons
18559431,0.4701748182623718,cons
18566907,1.8146753300852068,cons
18585712,1.1407860677105766,cons
18588101,1.0367159705861206,cons
18602625,2.4700279836112267,cons
18615060,-0.5969234293727133,cons
18615596,0.12480141390877782,cons
18632908,0.646302658924181,cons
18635250,2.4700279836112267,cons
18639738,2.4700279836112267,cons
18646108,1.6306102979056423,cons
18648983,1.6349232843902881,cons
18664754,1.8016973666464606,cons
18673125,0.0,cons
18679297,0.27962580946542187,cons
18683401,0.7150170649013882,cons
18694200,2.0361248679302975,cons
18705516,2.4700279836112267,cons
18707397,0.7722868173301422,cons
18710344,1.2052483268868313,cons
18711636,0.15511539370764282,cons
18727347,0.10171066066779456,cons
18737052,2.4700279836112267,cons
18743710,-1.4992785131069586,cons
18756585,0.2602115041558351,cons
18756859,0.0,cons
18761930,2.0765373066434702,cons
18768144,0.0,cons
18771382,0.29534964471536995,cons
18773339,2.1378808759174306,cons
18774342,0.26484718942952196,cons
18785821,0.28100594584540906,cons
18787438,2.2995534341046757,cons
18799913,0.0,cons
18804231,0.0,cons
18805644,0.0,cons
18809276,0.0,cons
18809668,2.2765234871992877,cons
18810328,2.2430193456288245,cons
18811921,1.8841164871761122,cons
18819827,0.21853392331679222,cons
18822612,1.3199305147645035,cons
18826801,0.22609773042863388,cons
18834437,0.0,cons
18842713,1.088937068043659,cons
18853035,2.4700279836112267,cons
18856444,0.1747641300442771,cons
18866463,0.7459216514702982,cons
18893390,0.09824114481898086,cons
18900360,0.0,cons
18903953,0.7013072715739286,cons
18907395,0.20206232588203668,cons
18922882,2.2820910718147203,cons
18925435,-0.14310239643932854,cons
18925730,0.0,cons
18929394,0.07752072693033073,cons
18931840,2.1752622131913237,cons
18944615,1.8546876789221143,cons
18950712,1.2234176162957016,cons
18956073,0.0,cons
18957026,0.9241013784839205,cons
18958200,0.0,cons
18959003,-1.0128654376250847,cons
18959676,1.3372983067397102,cons
18965946,1.2333010736477694,cons
18996956,1.5509478036628634,cons
18998468,2.4700279836112267,cons
19017604,0.4571513005198432,cons
19020689,1.2301934844215168,cons
19043431,1.816723480699562,cons
19052568,2.4700279836112267,cons
19077055,-0.24707030390863868,cons
19094006,0.621886478143252,cons
19100406,0.298362755231885,cons
19136850,0.0,cons
19144938,0.8956810739293108,cons
19145144,1.76786373618558,cons
19147357,-0.16051588254311566,cons
19148087,-0.2526164983238755,cons
19149088,1.504993794665445,cons
19150025,-1.4667239339830267,cons
19155539,1.9633555767166162,cons
19167453,1.0492154266667157,cons
19185114,1.3245743221894344,cons
19191001,0.7427871587169594,cons
19191894,0.0,cons
19206856,0.812178692916234,cons
19212059,0.0,cons
19213470,0.8165661783954811,cons
19226441,1.0990667151882514,cons
19240098,1.2674787626745452,cons
19249513,2.4700279836112267,cons
19261174,-0.07718837448785083,cons
19264063,0.14640701241290255,cons
19264136,1.9405717023160394,cons
19268325,0.8112540041927712,cons
19268722,0.0,cons
19273421,0.4473440881584465,cons
19295547,-0.029903486484397456,cons
19296440,1.1881676045832212,cons
19308590,2.214017405655361,cons
19310250,0.493566870615032,cons
19328965,-0.03457661977567258,cons
